name,player_id,team,pos,gp,toi_min,ixG,FA,ixG60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,Season
Claire Butorac,102,MIN,F,30,318.3166666666667,1.764,25.243402659231403,0.3324990837216607,4.758167944564272,-0.2525867122936521,-0.2525867122936521,0.3769830881197967,-0.0524525407884502,-0.002098101631538,0.0077527801479144,0.3402518638695752,0.148,0.14,0.288,0.033,0.031,0.064,0.012,2023-24
Ashton Bell,50,OTT,D,24,534.7166666666667,2.76,51.3917574110627,0.309696724121809,5.766615549662616,0.0176275112852401,0.0176275112852401,2.131970202287816,0.1880713925126565,0.0075228557005062,0.0068353827603818,0.3165321068821908,0.046,0.228,0.274,0.01,0.05,0.06,0.007,2023-24
Erin Ambrose,83,MTL,RD,27,741.8166666666666,3.754,74.93196881190741,0.3036329731065628,6.060686326874715,-0.0154348478995899,-0.0154348478995898,2.1838279898447506,0.0289201099460339,0.0011568043978413,0.0017587634659253,0.3053917365724881,-0.012,0.253,0.241,-0.003,0.056,0.053,0.004,2023-24
Kelly Babstock,175,BOS,F,11,63.016666666666666,0.562,7.067256015710128,0.5350965353081196,6.728939872138709,0.8390205154098753,0.8390205154098754,0.0,-0.5076091519134311,-0.0203043660765372,-0.0530261661775223,0.4820703691305972,0.242,-0.036,0.206,0.053,-0.008,0.045,0.043,2023-24
Rosalie Demers,136,OTT,RW,13,75.03333333333333,0.537,7.5144240625183665,0.4294091514882275,6.00886864172948,0.2721876074238355,0.2721876074238356,1.5992892047978675,0.6117916922173887,0.0244716676886955,0.0138563509991659,0.4432655024873934,0.156,0.041,0.197,0.034,0.009,0.043,0.034,2023-24
Maggie Flaherty,79,MIN,D,34,597.3666666666666,3.2200000000000006,50.61486772990122,0.3234194520395068,5.083799001943095,0.0721109159789333,0.0721109159789334,1.0044082361475366,-0.3814286899553911,-0.0152571475982156,-0.018069473321394,0.3053499787181128,0.187,0.006,0.193,0.041,0.001,0.042,0.004,2023-24
Maude Poulin-Labelle,165,TOR,LD,10,65.73333333333333,0.5630000000000001,5.901602321321137,0.5138945233265722,5.3868581026257845,-0.1152585211084361,-0.115258521108436,0.0,-1.702591450204757,-0.0681036580081902,-0.0636085756849612,0.4502859476416109,0.229,-0.049,0.18,0.051,-0.011,0.04,0.037,2023-24
Sydney Brodt,92,MIN,RW,13,109.1,0.7160000000000001,8.977602407743241,0.3937671860678277,4.93726988510169,-0.067186120884061,-0.0671861208840609,0.0,-0.429435628908247,-0.0171774251563298,-0.0145571664418515,0.3792100196259761,0.162,0.008,0.17,0.036,0.002,0.038,0.021,2023-24
Savannah Norcross,147,NY,RW,20,148.20000000000002,0.921,17.667989609943337,0.3728744939271255,7.153032230746289,0.0823176327088661,0.0823176327088662,0.0,-0.7227560642627162,-0.0289102425705086,-0.0321206302461544,0.3407538636809711,0.169,-0.033,0.136,0.037,-0.007,0.03,0.012,2023-24
Emma Greco,118,MIN,D,32,444.83333333333337,1.9919999999999995,36.51307546142476,0.268684900711877,4.924955850922784,-0.0923592059488488,-0.0923592059488487,2.1581116523042336,0.7722747262013059,0.0308909890480522,0.0344929980800573,0.3031778987919343,-0.266,0.394,0.128,-0.059,0.087,0.028,0.004,2023-24
Amanda Boulier,51,OTT,D,17,289.9,1.098,27.39819478758804,0.2272507761296998,5.670547386185866,-0.0869164858201346,-0.0869164858201345,3.932390479475682,1.9884916697005224,0.0795396667880209,0.0829294097350061,0.310180185864706,-0.374,0.491,0.117,-0.083,0.108,0.025,0.005,2023-24
Kristin Della Rovere,54,OTT,F,8,70.80000000000001,0.4339999999999999,6.3803379360984085,0.3677966101694914,5.407066047541023,-0.3359490475932308,-0.3359490475932308,0.0,-0.987497512580479,-0.0394999005032191,-0.0263978876470831,0.3413987225224082,0.075,-0.009,0.066,0.017,-0.002,0.015,0.013,2023-24
Shiann Darkangelo,4,OTT,C,7,64.01666666666667,0.409,6.237749769833129,0.3833376724811247,5.846367917573357,0.1049505171927382,0.1049505171927382,0.0,-0.987497512580479,-0.0394999005032191,-0.0435929706737359,0.3397447018073887,0.084,-0.027,0.057,0.019,-0.006,0.013,0.012,2023-24
Taylor Wenczkowski,111,BOS,LW,24,135.28333333333333,0.6910000000000001,13.029585015618643,0.3064679068621412,5.778798331431209,-0.1346251302857118,-0.1346251302857117,0.443513613403967,-0.0640955385094642,-0.0025638215403785,0.0026865585407641,0.3091544654029054,0.004,0.048,0.052,0.001,0.011,0.012,0.005,2023-24
Nicole Kosta,14,BOS,RW,12,89.61666666666667,0.46,8.803577899089207,0.3079784266319509,5.894156674115891,-0.0191114990201662,-0.0191114990201661,0.6695183187651106,0.1619091668516794,0.0064763666740671,0.0072217151358536,0.3152001417678046,0.005,0.039,0.044,0.001,0.009,0.01,0.007,2023-24
Emma Buckles,3,OTT,LD,13,63.08333333333333,0.307,6.250905783620363,0.2919947159841479,5.945379345055034,0.1945714564664424,0.1945714564664424,2.8533685601056806,0.9094697503305208,0.0363787900132208,0.0287905032110295,0.3207852191951775,-0.013,0.05,0.037,-0.003,0.011,0.008,0.008,2023-24
Olivia Zafuto,46,NY,LD,11,87.35000000000001,0.511,10.475308870208709,0.3510017172295363,7.195403917716342,0.1224406947216001,0.1224406947216002,0.68689181453921,-0.9922655469181868,-0.0396906218767274,-0.0444658089708698,0.3065359082586664,0.068,-0.037,0.031,0.015,-0.008,0.007,0.005,2023-24
Madison Bizal,162,MTL,LD,24,237.48333333333332,0.792,23.195837318069582,0.200098252508948,5.86041226367117,-0.2263527703581166,-0.2263527703581165,4.042388939574707,1.88748105967599,0.0754992423870396,0.0843270004310061,0.2844252529399541,-0.414,0.408,-0.006,-0.091,0.09,-0.001,-0.0,2023-24
Jincy Roese,60,OTT,D,24,496.0,2.223,47.527099204887385,0.2689112903225806,5.749245871558959,-0.0039351024298389,-0.0039351024298388,2.298387096774193,0.3544882869990338,0.0141795314799613,0.014333000474725,0.2832442907973057,-0.295,0.273,-0.022,-0.065,0.06,-0.005,-0.001,2023-24
Savannah Harmon,56,OTT,D,24,616.0,3.4230000000000005,58.79371366424089,0.333409090909091,5.726660421841645,-0.0198898730113404,-0.0198898730113403,0.6818181818181819,-1.2620806279569778,-0.0504832251182791,-0.0497075200708368,0.2837015708382541,0.296,-0.318,-0.022,0.065,-0.07,-0.005,-0.0,2023-24
Renata Fast,67,TOR,RD,29,814.6,4.036,74.62090040414355,0.2972747360667812,5.496260771235715,-0.0281253917808718,-0.0281253917808717,1.1784925116621654,-0.5240989385425916,-0.0209639575417036,-0.0198670672622496,0.2774076688045315,-0.099,-0.016,-0.115,-0.022,-0.004,-0.026,-0.002,2023-24
Dominique Kremer,119,MIN,D,12,63.48333333333333,0.051,5.440109571424886,0.048201627723812,5.141610516442528,0.1016287356717361,0.1016287356717362,1.8902599107377265,0.5044229846347985,0.0201769193853919,0.0162133986941942,0.0644150264180062,-0.271,0.037,-0.234,-0.06,0.008,-0.052,-0.049,2023-24
Jessica DiGirolamo,5,BOS,LD,32,679.7499999999999,2.6830000000000003,67.19726898880728,0.236822361162192,5.931351437040732,0.01076808362866,0.0107680836286601,2.118425891872012,0.6544154427639002,0.026176617710556,0.0257566624490382,0.2625790236112303,-0.768,0.504,-0.264,-0.17,0.111,-0.059,-0.005,2023-24
Abby Cook,117,MIN,D,9,105.23333333333332,0.281,9.959134927197868,0.1602153943617358,5.678315764636098,0.6498495291802747,0.6498495291802748,0.5701615457713018,-0.8156753803316259,-0.032627015213265,-0.0579711468512957,0.10224424751044,-0.253,-0.069,-0.322,-0.056,-0.015,-0.071,-0.04,2023-24
Zoe Boyd,52,OTT,D,16,238.45,0.792,21.77491805330012,0.199287062277207,5.479115467385226,-0.2812232067429469,-0.2812232067429468,1.7613755504298598,-0.1825232593452998,-0.0073009303738119,0.0036667746891629,0.2029538369663699,-0.418,0.089,-0.329,-0.092,0.02,-0.072,-0.018,2023-24
Jess Healey,10,BOS,D,29,279.6833333333334,1.098,27.40455380640893,0.2355521125081937,5.879053316433593,-0.0416606245515556,-0.0416606245515555,0.6435850068529884,-0.8204254422551234,-0.0328170176902049,-0.0311922533326942,0.2043598591754994,-0.322,-0.058,-0.38,-0.071,-0.013,-0.084,-0.018,2023-24
Dominika Lásková,82,MTL,RD,7,126.70000000000002,0.4599999999999999,14.344469743614727,0.2178374112075769,6.792961204553145,0.7080198399885568,0.7080198399885569,0.0,-2.1549078798987167,-0.0861963151959486,-0.1138090889555023,0.1040283222520745,-0.183,-0.201,-0.384,-0.04,-0.044,-0.084,-0.04,2023-24
Brigitte Laganière,164,MTL,LD,20,140.95,0.3319999999999999,13.927281117308608,0.1413267115998581,5.928604945289227,-0.1642020812815378,-0.1642020812815377,1.2770485987938986,-0.877859281104818,-0.0351143712441927,-0.0287104900742127,0.1126162215256453,-0.384,-0.023,-0.407,-0.085,-0.005,-0.09,-0.038,2023-24
Natalie Buchbinder,90,MIN,D,34,710.4999999999998,3.0140000000000007,59.4692002523604,0.2545249824067559,5.022029577961471,0.0032588144763291,0.0032588144763292,1.0133708655876146,-0.3724660605153131,-0.0148986424206125,-0.0150257361851893,0.2394992462215665,-0.593,0.044,-0.549,-0.131,0.01,-0.121,-0.01,2023-24
Taylor Baker,150,NY,RD,22,326.0833333333333,0.8689999999999999,39.2892260859486,0.1598977766419626,7.229297925347047,0.1366883128614595,0.1366883128614596,2.39202657807309,0.7128692166156929,0.0285147686646277,0.0231839244630307,0.1830817011049934,-0.786,0.228,-0.558,-0.174,0.05,-0.124,-0.023,2023-24
Brooke Hobson,38,NY,LD,24,471.9,1.662,55.45371672228851,0.2113159567705022,7.050695069585316,-0.0366285106467769,-0.0366285106467769,1.652892561983471,-0.026264799473926,-0.001050591978957,0.0003779199362672,0.2116938767067694,-0.734,0.15,-0.584,-0.162,0.033,-0.129,-0.016,2023-24
Leah Lum,159,MTL,LD,25,234.88333333333333,0.766,24.13767873040821,0.1956716100191584,6.165872662276986,0.0786525484506853,0.0786525484506854,0.0,-2.1549078798987167,-0.0861963151959486,-0.0892637645855254,0.106407845433633,-0.426,-0.276,-0.702,-0.094,-0.061,-0.155,-0.04,2023-24
Johanna Fällman,152,NY,RD,20,233.7666666666667,0.511,27.75841750633528,0.1311564237844003,7.124647299501425,0.0290829399237722,0.0290829399237722,1.0266647654356194,-0.6524925960217776,-0.0260997038408711,-0.0272339384978982,0.1039224852865021,-0.676,-0.033,-0.709,-0.149,-0.007,-0.156,-0.04,2023-24
Jocelyne Larocque,71,TOR,LD,28,786.3999999999999,3.2190000000000003,72.34805426110613,0.2456002034587996,5.519943102322442,-0.0097554471957125,-0.0097554471957124,1.2207527975584946,-0.4818386526462623,-0.0192735461058504,-0.0188930836652177,0.2267071197935819,-0.773,-0.002,-0.775,-0.171,-0.0,-0.171,-0.013,2023-24
Olivia Knowles,131,TOR,RD,25,250.6166666666666,0.485,23.4116941991389,0.1161135864866662,5.604980988022882,0.0619706014852249,0.061970601485225,0.9576378266941548,-0.7449536235106022,-0.029798144940424,-0.0322149983983478,0.0838985880883183,-0.787,-0.056,-0.843,-0.174,-0.012,-0.186,-0.045,2023-24
Kali Flanagan,68,TOR,RD,29,619.1166666666666,2.196,56.892543956328446,0.2128193393813767,5.513585437391511,-0.0194831400890781,-0.019483140089078,1.162947209734299,-0.539644240470458,-0.0215857696188183,-0.0208259271553442,0.1919934122260324,-0.947,-0.022,-0.969,-0.209,-0.005,-0.214,-0.021,2023-24
Lauriane Rougeau,133,TOR,LD,29,344.3666666666668,0.689,31.941743540194423,0.1200464621043461,5.565302330108406,0.0226962617965612,0.0226962617965613,1.568096021682315,-0.134495428522442,-0.0053798171408976,-0.0062649713509635,0.1137814907533825,-1.059,0.071,-0.988,-0.234,0.016,-0.218,-0.038,2023-24
Aneta Tejralová,62,OTT,D,23,522.2833333333333,1.251,50.009565269982936,0.1437150971694801,5.745107539711477,-0.0209441954238166,-0.0209441954238165,2.642243992724256,0.6983451829490961,0.0279338073179638,0.0287506309394926,0.1724657281089728,-1.4,0.413,-0.987,-0.309,0.091,-0.218,-0.025,2023-24
Allie Munroe,74,TOR,LD,29,556.4,1.354,50.54566734939017,0.1460100647016535,5.4506470901571005,-0.0892897969351221,-0.0892897969351221,2.372393961179008,0.6698025109742511,0.02679210043897,0.0302744025194398,0.1762844672210933,-1.471,0.454,-1.017,-0.325,0.1,-0.225,-0.024,2023-24
Mariah Keopple,99,MTL,LD,27,578.05,1.5320000000000005,58.88897776214871,0.15901738603927,6.112513910092418,0.0215255685750529,0.021525568575053,2.698728483695182,0.5438206037964655,0.0217528241518586,0.0209133269774315,0.1799307130167015,-1.402,0.382,-1.02,-0.31,0.084,-0.226,-0.023,2023-24
Catherine Daoust,163,MTL,RD,27,418.8000000000001,1.098,41.767086358528886,0.1573065902578796,5.983823260534223,-0.1073409588858019,-0.1073409588858019,1.57593123209169,-0.5789766478070266,-0.023159065912281,-0.0189727685157347,0.1383338217421448,-1.028,-0.002,-1.03,-0.227,-0.0,-0.227,-0.033,2023-24
Emily Brown,2,BOS,LD,32,689.3500000000001,1.7880000000000005,68.68945468403787,0.155624864002321,5.97862810044574,0.0496972600588847,0.0496972600588847,1.5666932617683322,0.1026828126602203,0.0041073125064088,0.0021691193641123,0.1577939833664333,-1.711,0.24,-1.471,-0.378,0.053,-0.325,-0.028,2023-24
Lee Stecklein,24,MIN,D,34,923.4166666666666,3.065,77.1974845418651,0.1991517011100081,5.015990332112884,-0.0084730667433398,-0.0084730667433397,0.9096651926721416,-0.4761717334307861,-0.0190468693372314,-0.0187164197342411,0.1804352813757669,-1.623,0.0,-1.623,-0.358,0.0,-0.358,-0.023,2023-24
Mellissa Channell-Watkins,129,MIN,D,34,605.2666666666667,1.327,50.6201851992052,0.1315453243749311,5.017971877881339,-0.0134417764500899,-0.0134417764500898,1.1895583214010357,-0.1962786047018922,-0.0078511441880756,-0.0073269149065221,0.1242184094684089,-1.746,0.115,-1.631,-0.385,0.025,-0.36,-0.036,2023-24
Kaleigh Fratkin,7,BOS,RD,32,619.8166666666666,1.301,61.03687673117778,0.1259404662669069,5.908541671791122,-0.023440865164198,-0.0234408651641979,0.7744225443007342,-0.6895879048073776,-0.0275835161922951,-0.0266693224508913,0.0992711438160155,-1.846,-0.082,-1.928,-0.408,-0.018,-0.426,-0.041,2023-24
Laura Stacey,32,MTL,RW,31,640.4000000000001,12.145000000000003,60.06223543781096,1.1378825733916302,5.627317498857991,-0.0221619858633014,-0.0221619858633014,1.2179887570268582,-0.9683402834177162,-0.0387336113367086,-0.0378692938880398,1.1000132795035904,8.98,-0.18,8.8,1.836,-0.037,1.799,0.169,2024-25
Tereza Vanišová,161,OTT,LW,38,682.5000000000002,12.280000000000005,65.02716039913365,1.0795604395604397,5.716673441682077,-0.0175662283479259,-0.0175662283479259,0.2637362637362636,-0.9260545073533754,-0.037042180294135,-0.0363570973885659,1.0432033421718736,8.907,-0.175,8.732,1.821,-0.036,1.785,0.157,2024-25
Marie-Philip Poulin,31,MTL,C,34,706.5333333333334,11.38,66.57710816514634,0.9664087563691262,5.65384009705904,-0.0009378253927844,-0.0009378253927844,2.4627288167578785,0.2763997763133041,0.0110559910525321,0.0110925662428507,0.9775013226119768,7.888,0.378,8.266,1.612,0.077,1.689,0.143,2024-25
Kendall Coyne Schofield,20,MIN,LW,38,712.9499999999999,11.538000000000006,59.644216200196055,0.9710077845571224,5.019500626988938,0.0232702608134159,0.0232702608134159,0.8415737428992217,-0.272131649962158,-0.0108852659984863,-0.0117928061702095,0.9592149783869128,8.014,0.109,8.123,1.638,0.022,1.66,0.14,2024-25
Daryl Watts,63,TOR,LW,34,623.6666666666666,10.845000000000004,55.7732367487463,1.0433458043826835,5.365677506560307,-0.0312416027765222,-0.0312416027765222,1.1544628540887227,-0.6120138120575039,-0.0244805524823001,-0.0232621299740157,1.0200836744086677,7.763,-0.024,7.739,1.587,-0.005,1.582,0.152,2024-25
Hilary Knight,13,BOS,RW,30,666.4333333333333,10.358000000000002,66.7740921107925,0.9325463912369332,6.011772410314936,0.0272247189793241,0.0272247189793241,1.9806932426349224,0.4846842993322069,0.0193873719732882,0.0183256079330946,0.950871999170028,7.064,0.437,7.501,1.444,0.089,1.533,0.138,2024-25
Sarah Fillier,205,NY,RW,30,590.4333333333334,9.359,59.4643754710097,0.9510641901428328,6.042786419455624,0.0082231052992895,0.0082231052992895,1.9307852989329868,0.4768560112933365,0.0190742404517334,0.0187535393450611,0.969817729487894,6.441,0.391,6.832,1.317,0.08,1.397,0.142,2024-25
Emily Clark,53,OTT,RW,38,778.9833333333335,9.998000000000005,73.69487601990603,0.7700806606902162,5.676235128514981,-0.0675672803965357,-0.0675672803965357,1.6174928860266584,0.4277021149370194,0.0171080845974807,0.0197432085329456,0.7898238692231618,6.148,0.529,6.677,1.257,0.108,1.365,0.105,2024-25
Jesse Compher,65,TOR,RW,34,581.9666666666667,7.495,51.83742478057311,0.7727246692250415,5.344370502607916,-0.0609106369099438,-0.0609106369099438,2.5774672088893977,0.8109905427431711,0.0324396217097268,0.0348151365492146,0.8075398057742561,4.619,0.541,5.16,0.944,0.111,1.055,0.109,2024-25
Sarah Nurse,75,TOR,C,25,454.90000000000015,7.034000000000001,41.36047899455863,0.9277643438118266,5.455328071386056,0.05483756448969,0.05483756448969,2.3741481644317424,0.6076714982855157,0.0243068599314206,0.0221681949163227,0.9499325387281492,4.786,0.327,5.113,0.978,0.067,1.045,0.138,2024-25
Blayre Turnbull,76,TOR,C,34,619.5833333333331,8.108,55.71190512803654,0.7851728312037662,5.39510042934584,-0.0097960694598159,-0.0097960694598159,1.3557498318762613,-0.4107268342699653,-0.0164290733707986,-0.0160470266618657,0.7691258045419005,5.046,0.051,5.097,1.031,0.01,1.041,0.101,2024-25
Brianne Jenner,58,OTT,RW,36,687.4166666666666,8.490000000000004,65.40010869365791,0.7410352770032735,5.7083377693579465,-0.0363621244261702,-0.0363621244261703,0.26184992120257,-0.927940849887069,-0.0371176339954827,-0.0356995111428621,0.7053357658604115,5.092,-0.169,4.923,1.041,-0.035,1.006,0.088,2024-25
Jessie Eldridge,36,NY,LW,30,561.45,7.392000000000001,56.53077539208494,0.7899545818861876,6.041226330973544,0.0016848268990001,0.0016848268990001,1.3892599519102324,-0.0646693357294178,-0.0025867734291767,-0.0026524816782377,0.7873021002079499,4.617,0.172,4.789,0.944,0.035,0.979,0.105,2024-25
Taylor Heise,21,MIN,C,37,688.8333333333333,7.903,57.487775159589226,0.6883813210742803,5.007403594834774,0.002440241059357,0.002440241059357,1.1323493830147595,0.0186439901533798,0.0007457596061351,0.0006505902048202,0.6890319112791006,4.498,0.248,4.746,0.919,0.051,0.97,0.084,2024-25
Abby Roque,42,NY,C,30,658.8333333333334,7.8530000000000015,66.33842290480855,0.7151732861118139,6.0414450406605305,-0.000407160440236,-0.000407160440236,0.8196306602580319,-0.6342986273816184,-0.0253719450952647,-0.0253560658380955,0.6898172202737183,4.597,-0.048,4.549,0.94,-0.01,0.93,0.085,2024-25
Britta Curl-Salemme,189,MIN,LW,35,604.4,6.726000000000003,49.84135400022839,0.667703507610854,4.947851158196068,-0.0577511275687457,-0.0577511275687458,2.481800132362674,1.368094739501294,0.0547237895800517,0.0569760835552328,0.7246795911660868,3.739,0.785,4.524,0.764,0.16,0.924,0.092,2024-25
Grace Zumwinkle,25,MIN,RW,30,556.0833333333335,6.623000000000001,45.11897596930265,0.7146051251311254,4.868224591322929,-0.1359284626920617,-0.1359284626920617,0.9710774763974224,-0.1426279164639574,-0.0057051166585582,-0.0004039066135678,0.7142012185175575,3.875,0.191,4.066,0.792,0.039,0.831,0.09,2024-25
Julia Gosling,210,TOR,LW,34,421.9,5.858000000000001,38.37467571658194,0.833088409575729,5.457408255498735,0.0539923192228849,0.0539923192228849,1.706565536857075,-0.0599111292891517,-0.002396445171566,-0.0045021456212585,0.8285862639544704,3.773,0.116,3.889,0.771,0.024,0.795,0.113,2024-25
Shiann Darkangelo,4,OTT,C,37,630.1,6.622999999999999,59.9687838057417,0.630661799714331,5.710406329700844,-0.0377040380942466,-0.0377040380942466,1.428344707189335,0.2385539360996958,0.0095421574439878,0.0110126149296634,0.6416744146439944,3.509,0.336,3.845,0.717,0.069,0.786,0.075,2024-25
Denisa Křížová,104,MIN,LW,38,576.3333333333334,6.396000000000002,48.412838082211664,0.6658646616541355,5.040087249738634,0.0344281447406166,0.0344281447406166,1.3533834586466165,0.2396780657852367,0.0095871226314094,0.0082444249865254,0.6741090866406609,3.547,0.281,3.828,0.725,0.057,0.782,0.081,2024-25
Hayley Scamurra,61,TOR,RW,23,318.01666666666665,5.117000000000003,26.71873555091919,0.9654210995230864,5.041006654960908,-0.3583202808507609,-0.3583202808507609,2.075362926471359,0.3088862603251322,0.0123554504130052,0.0263299413661849,0.9917510408892714,3.545,0.251,3.796,0.725,0.051,0.776,0.146,2024-25
Kelly Pannek,23,MIN,C,38,717.5499999999998,6.805000000000001,60.09401804300752,0.5690195805170374,5.024933569201383,0.0162820094903178,0.0162820094903178,1.5887394606647625,0.4750340678033827,0.0190013627121353,0.0183663643420129,0.5873859448590503,3.259,0.471,3.73,0.666,0.096,0.762,0.064,2024-25
Sophie Jaques,11,MIN,RD,33,791.6499999999999,7.641000000000001,65.20401501443158,0.5791195604117982,4.941882019662597,-0.0664574567492136,-0.0664574567492136,2.046358870713068,-0.5973934558844723,-0.0238957382353788,-0.0213038974221595,0.5578156629896387,3.728,-0.004,3.724,0.762,-0.001,0.761,0.058,2024-25
Michela Cava,115,MIN,RW,38,644.8000000000001,6.727000000000001,53.85546864108997,0.6259615384615385,5.011364947992242,0.0044728605065144,0.0044728605065143,0.9305210918114144,-0.1831843010499654,-0.0073273720419986,-0.0075018136017526,0.6184597248597857,3.54,0.145,3.685,0.724,0.03,0.754,0.07,2024-25
Hannah Miller,89,TOR,C,33,582.1333333333334,6.446000000000003,53.376778146123584,0.6643838754008248,5.501500267007698,0.0928714621743885,0.0928714621743885,1.03069170865781,-0.7357849574884167,-0.0294313982995366,-0.0330533853243378,0.631330490076487,3.569,-0.117,3.452,0.73,-0.024,0.706,0.073,2024-25
Alex Carpenter,34,NY,C,26,519.45,5.7040000000000015,53.18586492670285,0.6588507074790645,6.143328319572953,0.0997357846947599,0.0997357846947599,1.8481085763788625,0.394179288739212,0.0157671715495684,0.0118774759464728,0.6707281834255373,3.137,0.285,3.422,0.641,0.058,0.699,0.081,2024-25
Shay Maloney,183,BOS,RW,30,396.3,5.1160000000000005,39.93692444368129,0.7745647236941713,6.0464685001788485,0.057039270410281,0.057039270410281,1.816805450416352,0.3207965071136363,0.0128318602845454,0.0106073287385444,0.7851720524327158,3.157,0.209,3.366,0.645,0.043,0.688,0.104,2024-25
Lina Ljungblom,201,MTL,LW,33,452.63333333333327,5.296000000000002,42.46950999445096,0.7020251859488921,5.629657411445006,-0.0332898041920485,-0.0332898041920485,2.651152514912733,0.4648234744681587,0.0185929389787263,0.0198912413422162,0.7219164272911083,3.059,0.308,3.367,0.625,0.063,0.688,0.091,2024-25
Brooke McQuigge,192,MIN,LW,37,529.9333333333333,5.552000000000001,44.22528648474527,0.6286073719964778,5.00726605060646,0.0004557177843512,0.0004557177843512,1.132217889042647,0.0185124961812673,0.0007404998472506,0.0007227268536609,0.6293300988501388,2.933,0.192,3.125,0.6,0.039,0.639,0.072,2024-25
Catherine Dubois,157,MTL,LW,28,304.3833333333333,4.425000000000001,28.367129136070268,0.872255379729508,5.591724518964736,-0.065962686151385,-0.065962686151385,0.7884794393035098,-1.3978496011410644,-0.0559139840456425,-0.0533414392857385,0.8189139404437694,2.921,-0.164,2.757,0.597,-0.034,0.563,0.111,2024-25
Mikyla Grant-Mentis,138,MTL,LW,34,436.01666666666665,4.553000000000001,41.62501896424897,0.62653568288674,5.727994658892868,0.0627148630506904,0.0627148630506904,2.889797790604335,0.7034687501597607,0.0281387500063904,0.0256928703474135,0.6522285532341535,2.398,0.339,2.737,0.49,0.069,0.559,0.077,2024-25
Gabbie Hughes,57,OTT,C,37,730.3833333333333,5.857000000000002,69.2018513563847,0.4811446044314631,5.684838210140449,-0.067892148989797,-0.067892148989797,1.3143782945028866,0.1245875234132475,0.0049835009365299,0.0076312947471319,0.4887758991785951,2.247,0.348,2.595,0.459,0.071,0.53,0.044,2024-25
Jade Downie-Landry,35,NY,C,30,327.46666666666664,4.117,33.261215684392134,0.7543363192182411,6.094278118068591,0.0536360311173568,0.0536360311173568,1.2825732899022804,-0.1713559977373698,-0.0068542399094947,-0.0089460451230717,0.7453902740951693,2.498,0.066,2.564,0.511,0.013,0.524,0.096,2024-25
Danielle Serdachny,224,OTT,C,38,566.9500000000002,4.960000000000002,55.648208541574085,0.5249140135814446,5.889218648019127,0.1378407372854359,0.1378407372854359,1.4816121351089158,0.2918213640192767,0.011672854560771,0.006297065806639,0.5312110793880837,2.158,0.258,2.416,0.441,0.053,0.494,0.052,2024-25
Jenn Gardiner,198,MTL,LW,34,615.7999999999998,5.652000000000002,58.10542217300522,0.5506982786619036,5.661457178272677,-0.0061659477111387,-0.0061659477111387,1.0717765508281911,-1.114552489616383,-0.0445820995846553,-0.0443416276239209,0.5063566510379827,2.608,-0.24,2.368,0.533,-0.049,0.484,0.047,2024-25
Renata Fast,67,TOR,RD,34,843.8833333333332,6.109000000000001,76.04867389871134,0.4343491398890053,5.407051251858687,-0.0086854878368228,-0.0086854878368228,3.48389390318567,0.1873703033032826,0.0074948121321313,0.0078335461577674,0.4421826860467727,1.938,0.405,2.343,0.396,0.083,0.479,0.034,2024-25
Natalie Spooner,100,TOR,RW,18,314.8,3.735,26.605350052910477,0.7118805590851335,5.070905346806317,-0.3362558390908902,-0.3362558390908902,1.7153748411689962,-0.0511018249772304,-0.0020440729990892,0.0110699047254554,0.722950463810589,2.179,0.168,2.347,0.445,0.034,0.479,0.091,2024-25
Abby Boreen,114,MTL,RW,34,528.4166666666666,4.987000000000002,49.71855998026196,0.5662576880618202,5.645381357165843,-0.0217609924332113,-0.0217609924332113,1.476107869421227,-0.7102211710233473,-0.0284088468409338,-0.0275601681360386,0.5386975199257815,2.375,-0.058,2.317,0.485,-0.012,0.473,0.054,2024-25
Rebecca Leslie,72,OTT,RW,35,428.1,4.322000000000001,41.20605599008388,0.6057463209530485,5.775200559226893,0.026320318135486,0.026320318135486,0.9810791871058164,-0.2087115839838227,-0.0083484633593529,-0.0093749557666368,0.5963713651864117,2.206,0.083,2.289,0.451,0.017,0.468,0.066,2024-25
Alina Müller,15,BOS,C,26,461.53333333333336,4.526000000000001,46.80695985265783,0.5883865376281959,6.08497239164987,0.0897903679983486,0.0897903679983486,1.170013000144446,-0.3259959431582692,-0.0130398377263307,-0.0165416620782663,0.5718448755499296,2.245,0.034,2.279,0.459,0.007,0.466,0.061,2024-25
Susanna Tapani,78,BOS,C,30,647.8999999999997,5.243,64.51666095619454,0.4855378916499462,5.974686922938222,-0.0236730619662053,-0.0236730619662054,1.4817101404537742,-0.0142988028489409,-0.0005719521139576,0.0003512973027243,0.4858891889526706,2.041,0.23,2.271,0.417,0.047,0.464,0.043,2024-25
Paetyn Levis,40,NY,RW,30,428.2499999999999,4.245,42.90500620323071,0.5947460595446586,6.0112092754088575,-0.0343640545039132,-0.0343640545039132,1.1208406304728549,-0.3330886571667953,-0.0133235462866718,-0.0119833481610191,0.5827627113836394,2.128,0.064,2.192,0.435,0.013,0.448,0.063,2024-25
