name,player_id,team,pos,gp,toi_min,ixG,FA,ixG60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,Season
Kendall Cooper,236,MIN,RD,15,335.7333333333333,2.147,32.9614438598038,0.3836973788721207,5.890647234675024,-0.0987655062549525,-0.0987655062549525,0.0,-0.9480765269631194,-0.0379230610785247,-0.0340712063345816,0.3496261725375391,0.48,-0.071,0.409,0.106,-0.016,0.09,0.016,2025-26
Cayla Barnes,196,SEA,RD,14,333.41666666666663,2.0700000000000003,35.32569771891124,0.3725068732816797,6.357036330321444,-0.0596436240524844,-0.0596436240524844,0.0,-0.7302211286042545,-0.0292088451441701,-0.0268827438061232,0.3456241294755564,0.415,-0.031,0.384,0.092,-0.007,0.085,0.015,2025-26
Erin Ambrose,83,MTL,RD,14,289.2833333333333,1.584,25.69719973770648,0.3285360373336405,5.329833442169921,0.0441271483548181,0.0441271483548181,1.659272915826468,0.6971577645676221,0.0278863105827048,0.0261653517968669,0.3547013891305075,0.148,0.229,0.377,0.033,0.051,0.084,0.017,2025-26
Renata Fast,67,TOR,RD,12,288.21666666666664,1.431,25.69938231504139,0.2979008847510553,5.350013088194588,-0.5631571138848288,-0.5631571138848288,1.4572370323252186,0.8682386835367025,0.0347295473414681,0.0566926747829764,0.3545935595340317,0.0,0.375,0.375,0.0,0.083,0.083,0.017,2025-26
Anna Meixner,221,OTT,LW,13,150.00000000000003,1.023,15.876264275509492,0.4091999999999999,6.350505710203795,-0.2032491197436089,-0.2032491197436089,0.0,0.0406637043889083,0.0016265481755563,0.009553263845557,0.418753263845557,0.278,0.077,0.355,0.062,0.017,0.079,0.032,2025-26
Gabby Rosenthal,227,VAN,C,16,255.35,1.611,26.77005774886677,0.378539259839436,6.290203504726869,0.004132348545851,0.004132348545851,0.0,-0.4793354948150776,-0.0191734197926031,-0.0193345813858912,0.3592046784535447,0.343,0.009,0.352,0.076,0.002,0.078,0.018,2025-26
Emma Greco,118,VAN,RD,13,71.68333333333332,0.179,7.132744809177185,0.1498256219483841,5.970211883989275,-0.3656005586455225,-0.3656005586455225,10.881190420832366,10.03546993034196,0.4014187972136783,0.4156772190008537,0.5655028409492379,-0.177,0.522,0.345,-0.039,0.116,0.077,0.064,2025-26
Natalie Snodgrass,142,SEA,RW,13,188.4333333333333,1.253,20.12292121574509,0.3989739961082611,6.4074399767099175,-0.0034838332107819,-0.003483833210782,0.0,-0.3638361329289248,-0.0145534453171569,-0.0144175758219364,0.3845564202863246,0.317,0.022,0.339,0.07,0.005,0.075,0.024,2025-26
Kateřina Mrázová,88,OTT,C,16,277.75,1.6110000000000002,30.33507170614504,0.348010801080108,6.5530307916064885,-0.0140316377452039,-0.014031637745204,0.0,0.0406637043889083,0.0016265481755563,0.0021737820476192,0.3501845831277274,0.232,0.109,0.341,0.051,0.024,0.075,0.016,2025-26
Alexa Vasko,101,OTT,C,16,168.1833333333333,1.023,18.51331442298473,0.3649588742443763,6.604690508645827,0.0413139940033614,0.0413139940033614,0.7135070855217521,0.7541707899106604,0.0301668315964264,0.0285555858302953,0.3935144600746716,0.188,0.14,0.328,0.042,0.031,0.073,0.026,2025-26
Anna Segedi,248,VAN,C,13,152.55,1.049,15.667972040450518,0.4125860373647984,6.162427547866477,-0.1162390191989422,-0.1162390191989422,0.0,-0.4793354948150776,-0.0191734197926031,-0.0146400980438443,0.397945939320954,0.292,0.017,0.309,0.065,0.004,0.069,0.027,2025-26
Maja Nylen Persson,229,NY,RD,16,333.6166666666667,1.891,33.20417424457994,0.3400909227156917,5.971675439900473,-0.0257617114332192,-0.0257617114332192,0.0,-0.2803529969737754,-0.011214119878951,-0.0102094131330554,0.3298815095826362,0.235,0.062,0.297,0.052,0.014,0.066,0.012,2025-26
Elle Hartje,206,NY,C,15,200.91666666666669,1.202,19.7899336489124,0.3589547905433429,5.909893084702167,-0.0834414995004452,-0.0834414995004452,0.0,0.0860319987015541,0.0034412799480621,0.0066954984285795,0.3656502889719225,0.204,0.094,0.298,0.045,0.021,0.066,0.02,2025-26
Sophie Shirley,18,BOS,RW,12,130.7,0.921,11.867731654548964,0.4228003060443764,5.4480788008641,0.0724705177209071,0.0724705177209071,0.0,-0.3999735854087965,-0.0159989434163518,-0.0188252936074672,0.4039750124369092,0.272,0.006,0.278,0.06,0.001,0.061,0.028,2025-26
Alexandra Labelle,39,MTL,C,13,135.26666666666665,0.946,12.186032852297716,0.4196155741744702,5.405337391359264,0.1394393318665722,0.1394393318665722,0.0,-0.595730155583516,-0.0238292062233406,-0.0292673401661369,0.3903482340083332,0.274,-0.018,0.256,0.061,-0.004,0.057,0.025,2025-26
Nina Jobst-Smith,305,VAN,D,6,71.45,0.612,7.129244637299548,0.5139258222533241,5.986769464492272,-0.2698574405932792,-0.2698574405932792,0.0,-0.8457204904904073,-0.0338288196196162,-0.0233043794364784,0.4906214428168456,0.257,-0.002,0.255,0.057,-0.0,0.057,0.048,2025-26
Emma Woods,86,TOR,RW,16,135.86666666666667,0.895,13.325920510952695,0.3952404317958783,5.884852041146922,-0.0071484819510254,-0.0071484819510254,0.0,-0.2226133531131865,-0.0089045341245274,-0.0086257433284374,0.3866146884674408,0.22,0.029,0.249,0.049,0.006,0.055,0.024,2025-26
Claire Thompson,169,VAN,RD,15,325.85,1.89,34.24959189111335,0.3480128893662728,6.306507636847631,0.0137975195967756,0.0137975195967756,0.0,-0.8457204904904073,-0.0338288196196162,-0.0343669228838905,0.3136459664823823,0.272,-0.071,0.201,0.06,-0.016,0.044,0.008,2025-26
Kati Tabin,84,MTL,RD,15,319.1333333333334,1.66,27.51748784832481,0.3120952579903905,5.173540644138777,-0.1157412366958704,-0.1157412366958704,0.7520367662419051,-0.2100783850169406,-0.0084031354006776,-0.0038892271695386,0.3082060308208519,0.075,0.093,0.168,0.017,0.021,0.038,0.007,2025-26
Brooke Bryant,91,SEA,RW,14,101.75,0.665,10.91451223468212,0.3921375921375922,6.4360760106233625,0.0236654003030268,0.0236654003030268,0.0,-0.3638361329289248,-0.0145534453171569,-0.015476395928975,0.3766611962086171,0.16,0.01,0.17,0.035,0.002,0.037,0.022,2025-26
Micah Zandee-Hart,47,NY,LD,16,290.4166666666667,1.5329999999999997,28.62285287288959,0.3167173601147776,5.91347319038178,-0.0890473092100122,-0.0890473092100122,0.0,-0.2803529969737754,-0.011214119878951,-0.0077412748197605,0.308976085295017,0.091,0.066,0.157,0.02,0.015,0.035,0.007,2025-26
Jaime Bourbonnais,87,NY,LD,14,287.81666666666666,1.558,29.50401250056631,0.3247900862817766,6.1505845736312885,0.149819753274185,0.149819753274185,0.0,-0.2803529969737754,-0.011214119878951,-0.0170570902566442,0.3077329960251324,0.129,0.021,0.15,0.029,0.005,0.034,0.007,2025-26
Laura Kluge,212,BOS,LW,13,125.85,0.768,11.444214185879297,0.366150178784267,5.456121185162955,0.0681924727105559,0.0681924727105559,0.0,-0.3999735854087965,-0.0159989434163518,-0.0186584498520635,0.3474917289322034,0.143,0.006,0.149,0.032,0.001,0.033,0.016,2025-26
Savannah Harmon,56,TOR,LD,16,368.3833333333334,1.967,36.44343307031618,0.3203728000723883,5.935681086419863,0.0273981398074589,0.0273981398074589,0.0,-0.5889983487885161,-0.0235599339515406,-0.0246284614040315,0.2957443386683568,0.138,-0.02,0.118,0.031,-0.004,0.027,0.004,2025-26
Lina Ljungblom,201,MTL,LW,6,57.61666666666667,0.384,4.52593613781286,0.3998842927393694,4.713153050658459,-0.557036223520918,-0.557036223520918,0.0,-0.595730155583516,-0.0238292062233406,-0.0021047935060248,0.3977794992333445,0.098,0.018,0.116,0.022,0.004,0.026,0.027,2025-26
Maggie Flaherty,79,MTL,LD,15,278.6,1.148,23.948324811659653,0.2472361809045226,5.15757174694752,-0.1458158687361909,-0.1458158687361909,2.1536252692031588,1.191510117944313,0.0476604047177725,0.0533472235984839,0.3005834045030066,-0.235,0.347,0.112,-0.052,0.077,0.025,0.005,2025-26
Marah Wagner,295,SEA,LW,11,96.0,0.588,10.686308344222338,0.3674999999999999,6.6789427151389615,0.2611738518550173,0.2611738518550173,0.0,-0.3638361329289248,-0.0145534453171569,-0.0247392255395026,0.3427607744604972,0.111,-0.005,0.106,0.025,-0.001,0.024,0.015,2025-26
Dara Greig,199,MTL,LW,15,177.18333333333337,0.972,15.150524988535777,0.3291505973097544,5.130457149725217,-0.155115487854531,-0.155115487854531,0.0,-0.595730155583516,-0.0238292062233406,-0.0177797021970139,0.3113708951127404,0.092,0.011,0.103,0.02,0.002,0.022,0.007,2025-26
Claire Butorac,102,MIN,RW,15,143.9,0.691,14.17674837873683,0.2881167477414871,5.9110834101751895,-0.0991164757468429,-0.0991164757468429,0.8339124391938847,0.2522209079060949,0.0100888363162437,0.0139543788703706,0.3020711266118577,-0.023,0.085,0.062,-0.005,0.019,0.014,0.006,2025-26
Clara Van Wieren,316,TOR,C,16,174.10000000000002,0.844,16.899164876386198,0.2908673176335439,5.823951134883238,-0.0907487471925712,-0.0907487471925712,0.0,-0.2226133531131865,-0.0089045341245274,-0.0053653329840171,0.2855019846495267,-0.02,0.046,0.026,-0.004,0.01,0.006,0.002,2025-26
Jincy Roese,60,NY,LD,16,269.06666666666666,1.252,26.05691809921052,0.2791873141724479,5.810511964640601,-0.2001706750975095,-0.2001706750975095,0.0,-0.2803529969737754,-0.011214119878951,-0.0034074635501481,0.2757798506222998,-0.084,0.081,-0.003,-0.019,0.018,-0.001,-0.0,2025-26
Lee Stecklein,24,MIN,LD,13,314.4833333333333,1.2,31.56679281426332,0.2289469500238486,6.0226007807169415,-0.0004675195455036,-0.0004675195455036,2.098680375218613,1.1506038482554937,0.0460241539302197,0.0460423871924943,0.274989337216343,-0.361,0.353,-0.008,-0.08,0.078,-0.002,-0.0,2025-26
Anna Wilgren,203,SEA,LD,14,298.1,1.481,31.53190370471414,0.2980878899698088,6.346575720506033,-0.0862890840615599,-0.0862890840615599,0.0,-0.7302211286042545,-0.0292088451441701,-0.0258435708657693,0.2722443191040395,0.001,-0.022,-0.021,0.0,-0.005,-0.005,-0.001,2025-26
Brooke Becker,264,MIN,RD,14,182.5833333333333,0.92,18.38906109889388,0.3023277042446372,6.042959375264078,0.035850128206975,0.035850128206975,0.0,-0.9480765269631194,-0.0379230610785247,-0.0393212160785968,0.2630064881660404,0.013,-0.055,-0.042,0.003,-0.012,-0.009,-0.003,2025-26
Mae Batherson,188,MIN,LD,15,296.05,1.481,29.108944116858112,0.3001520013511231,5.899465114039813,-0.1081173110134191,-0.1081173110134191,0.0,-0.9480765269631194,-0.0379230610785247,-0.0337064859490014,0.2664455154021217,0.011,-0.061,-0.05,0.002,-0.014,-0.012,-0.002,2025-26
Taylor House,217,OTT,C,11,94.56666666666666,0.409,11.14737511140102,0.2594994712724708,7.07270891805493,0.4863967952832769,0.4863967952832769,0.0,0.0406637043889083,0.0016265481755563,-0.0173429268404914,0.2421565444319794,-0.061,0.006,-0.055,-0.014,0.001,-0.013,-0.008,2025-26
Zoe Boyd,52,BOS,LD,12,207.50000000000003,0.996,19.036856981520945,0.288,5.504633344054248,0.099708310502825,0.099708310502825,0.0,-0.7663585810841261,-0.030654343243365,-0.0345429673529752,0.2534570326470247,-0.034,-0.046,-0.08,-0.008,-0.01,-0.018,-0.005,2025-26
Jessica Kondas,132,TOR,RD,6,60.06666666666666,0.255,6.955217845331083,0.2547169811320754,6.947498402661459,1.0249364435363726,1.0249364435363726,0.0,-0.5889983487885161,-0.0235599339515406,-0.0635324552494591,0.1911845258826163,-0.043,-0.042,-0.085,-0.01,-0.009,-0.019,-0.019,2025-26
Allyson Simpson,230,NY,RD,16,291.3166666666666,1.2779999999999998,28.47048688293223,0.2632187196063848,5.8638224600123605,-0.1503330746693959,-0.1503330746693959,0.0,-0.2803529969737754,-0.011214119878951,-0.0053511299668445,0.2578675896395402,-0.168,0.078,-0.09,-0.037,0.017,-0.02,-0.004,2025-26
Kathryn Reilly,289,OTT,RD,11,134.35,0.511,13.50045590919292,0.228209899516189,6.029232263130444,-0.5638848038767025,-0.5638848038767025,0.0,-0.3257212912864213,-0.0130288516514568,0.0089626556997345,0.2371725552159236,-0.156,0.068,-0.088,-0.035,0.015,-0.02,-0.009,2025-26
Stephanie Markowski,219,OTT,LD,16,270.81666666666666,1.2000000000000002,29.565653277342246,0.2658625146162841,6.550332438822825,-0.034595831352188,-0.034595831352188,0.0,-0.3257212912864213,-0.0130288516514568,-0.0116796142287215,0.2541829003875626,-0.145,0.044,-0.101,-0.032,0.01,-0.022,-0.005,2025-26
Darcie Lappan,306,VAN,C,12,100.46666666666668,0.358,10.51903621819136,0.2138022561380225,6.282105239795768,-0.0397933841576466,-0.0397933841576466,0.0,-0.4793354948150776,-0.0191734197926031,-0.0176214778104548,0.1961807783275676,-0.141,0.006,-0.135,-0.031,0.001,-0.03,-0.018,2025-26
Sidney Morin,167,MIN,RD,15,319.50000000000006,1.353,31.71902230256947,0.2540845070422535,5.956623906585815,-0.0609774069419067,-0.0609774069419067,0.7511737089201878,-0.1969028180429316,-0.0078761127217172,-0.0054979938509829,0.2485865131912706,-0.233,0.084,-0.149,-0.052,0.019,-0.033,-0.006,2025-26
Anna Kjellbin,200,TOR,LD,16,183.95,0.766,18.388596623046077,0.2498505028540363,5.997911374736419,0.0742910402023222,0.0742910402023222,0.0,-0.5889983487885161,-0.0235599339515406,-0.0264572845194312,0.2233932183346051,-0.147,-0.016,-0.163,-0.033,-0.004,-0.037,-0.012,2025-26
Lauren Bernard,207,NY,RD,16,219.75,0.869,21.847127288649745,0.2372696245733788,5.965085949119384,-0.0547130678713197,-0.0547130678713198,0.0,-0.2803529969737754,-0.011214119878951,-0.0090803102319695,0.2281893143414093,-0.222,0.045,-0.177,-0.049,0.01,-0.039,-0.011,2025-26
Daniela Pejšová,185,BOS,LD,12,151.75,0.587,13.521887905429594,0.2320922570016474,5.346380720433448,-0.070703286605993,-0.070703286605993,0.0,-0.7663585810841261,-0.030654343243365,-0.0278969150657313,0.2041953419359161,-0.166,-0.017,-0.183,-0.037,-0.004,-0.041,-0.016,2025-26
Katie Chan,301,VAN,RW,13,119.16666666666666,0.409,12.659439876864768,0.2059300699300699,6.373983714225618,0.0503730250329032,0.0503730250329032,0.0,-0.4793354948150776,-0.0191734197926031,-0.0211379677688863,0.1847921021611836,-0.183,0.0,-0.183,-0.041,0.0,-0.041,-0.021,2025-26
Aneta Tejralová,62,SEA,D,7,99.6,0.358,11.790270724991514,0.2156626506024096,7.102572725898502,0.6517818480097006,0.6517818480097006,0.0,-0.7302211286042545,-0.0292088451441701,-0.0546283372165485,0.1610343133858611,-0.137,-0.055,-0.192,-0.03,-0.012,-0.042,-0.025,2025-26
Lyndie Lobdell,294,SEA,RD,10,127.11666666666667,0.4339999999999999,13.08781164236342,0.2048511865740133,6.1775431903118285,-0.275598995239165,-0.275598995239165,0.0,-0.7302211286042545,-0.0292088451441701,-0.0184604843298427,0.1863907022441706,-0.197,0.006,-0.191,-0.044,0.001,-0.043,-0.02,2025-26
Emily Brown,2,SEA,LD,14,266.5833333333333,0.5609999999999999,28.4626345934168,0.1262644576430134,6.406094688108815,-0.0641387606972558,-0.0641387606972558,3.1509846827133483,2.420763554109094,0.0968305421643637,0.0993319538315567,0.2255964114745701,-0.763,0.536,-0.227,-0.169,0.119,-0.05,-0.011,2025-26
Rylind MacKinnon,232,BOS,LD,12,113.41666666666666,0.3319999999999999,9.824256479497034,0.1756355620867009,5.197255448374626,-0.2321069197625281,-0.2321069197625281,0.0,-0.7663585810841261,-0.030654343243365,-0.0216021733726264,0.1540333887140745,-0.231,-0.0,-0.231,-0.051,-0.0,-0.051,-0.027,2025-26
Megan Carter,208,SEA,LD,14,246.26666666666668,1.0219999999999998,26.28242458684373,0.2489983757444504,6.40340609858131,-0.0401348318678695,-0.0401348318678695,0.0,-0.7302211286042545,-0.0292088451441701,-0.0276435867013232,0.2213547890431271,-0.201,-0.026,-0.227,-0.045,-0.006,-0.051,-0.012,2025-26
Nicole Gosling,253,MTL,LD,15,311.1500000000001,1.379,27.114347353054107,0.2659167604049493,5.228541993196998,-0.0707829174175206,-0.0707829174175206,0.0,-0.9621151512588456,-0.0384846060503538,-0.0357240722710705,0.2301926881338788,-0.166,-0.074,-0.24,-0.037,-0.016,-0.053,-0.01,2025-26
Hadley Hartmetz,182,BOS,RD,11,129.21666666666667,0.434,12.120129013338978,0.2015219914871662,5.627816902878927,0.2040843883523716,0.2040843883523716,0.0,-0.7663585810841261,-0.030654343243365,-0.0386136343891075,0.1629083570980587,-0.208,-0.037,-0.245,-0.046,-0.008,-0.054,-0.025,2025-26
Rory Guilday,242,OTT,LD,16,336.35,1.3279999999999998,36.78207446419216,0.2368960903820424,6.561392798726117,-0.0298351710149692,-0.0298351710149692,0.0,-0.3257212912864213,-0.0130288516514568,-0.011865279981873,0.2250308104001694,-0.342,0.053,-0.289,-0.076,0.012,-0.064,-0.011,2025-26
Riley Brengman,255,BOS,RD,13,248.9833333333333,0.945,21.638478203345592,0.2277260860834059,5.214440158781989,-0.2035934154120519,-0.2035934154120519,0.0,-0.7663585810841261,-0.030654343243365,-0.022714200042295,0.2050118860411108,-0.291,-0.006,-0.297,-0.065,-0.001,-0.066,-0.016,2025-26
Allie Munroe,74,TOR,LD,10,162.25,0.3829999999999999,16.153167689740794,0.141633281972265,5.973436433802451,0.0262807131289577,0.0262807131289577,1.1093990755007703,0.5204007267122545,0.0208160290684901,0.0197910812564608,0.1614243632287258,-0.423,0.111,-0.312,-0.094,0.025,-0.069,-0.026,2025-26
Samantha Isbell,108,OTT,RD,7,92.63333333333334,0.153,10.79062309690713,0.0991003958258366,6.989248497456938,0.368052331773454,0.368052331773454,0.0,-0.3257212912864213,-0.0130288516514568,-0.0273828925906215,0.071717503235215,-0.307,-0.009,-0.316,-0.068,-0.002,-0.07,-0.045,2025-26
Jocelyne Larocque,71,OTT,RD,16,370.2333333333333,1.2009999999999998,40.60272117759548,0.1946340145853966,6.580075458690184,-0.0203437863841809,-0.020343786384181,0.972359773116053,0.6466384818296318,0.0258655392731852,0.0266589469421683,0.2212929615275649,-0.637,0.296,-0.341,-0.141,0.066,-0.075,-0.012,2025-26
Jenna Buglioni,237,SEA,C,10,72.36666666666667,0.0,7.6777332218114225,0.0,6.365693136462717,-0.1320006623883471,-0.1320006623883471,0.0,-0.3638361329289248,-0.0145534453171569,-0.0094054194840114,-0.0094054194840114,-0.359,0.014,-0.345,-0.08,0.003,-0.077,-0.064,2025-26
Sydney Bard,180,VAN,LD,16,231.06666666666663,0.741,24.161117417914483,0.1924120023081361,6.273804292014724,-0.0527463446165628,-0.0527463446165628,0.0,-0.8457204904904073,-0.0338288196196162,-0.0317717121795703,0.1606402901285658,-0.406,-0.04,-0.446,-0.09,-0.009,-0.099,-0.026,2025-26
Amanda Boulier,51,MTL,RD,15,240.8,0.7150000000000001,21.131812405144355,0.178156146179402,5.265401762079158,-0.0530095742151101,-0.0530095742151101,0.4983388704318936,-0.463776280826952,-0.018551051233078,-0.0164836778386887,0.1616724683407132,-0.481,0.02,-0.461,-0.107,0.004,-0.103,-0.026,2025-26
Brooke Hobson,38,OTT,LD,16,255.99999999999997,0.7160000000000001,27.54141631952244,0.1678125,6.4550194498880735,-0.1512330137578562,-0.1512330137578562,0.0,-0.3257212912864213,-0.0130288516514568,-0.0071307641149004,0.1606817358850995,-0.555,0.061,-0.494,-0.123,0.014,-0.109,-0.026,2025-26
Mariah Keopple,99,SEA,RD,14,216.2,0.511,22.954371421958594,0.1418131359851988,6.370315843281755,-0.0965360351443071,-0.0965360351443071,0.5550416281221091,-0.1751795004821453,-0.0070071800192858,-0.0032422746486578,0.138570861336541,-0.562,0.065,-0.497,-0.125,0.014,-0.111,-0.031,2025-26
Madison Samoskevich,310,VAN,D,13,134.23333333333332,0.179,13.980771965181855,0.0800099329525701,6.249165517091469,-0.1018306383176535,-0.1018306383176535,0.0,-0.8457204904904073,-0.0338288196196162,-0.0298574247252278,0.0501525082273423,-0.487,-0.019,-0.506,-0.108,-0.004,-0.112,-0.05,2025-26
Natalie Buchbinder,90,MIN,RD,15,255.33333333333331,0.306,25.33006578509177,0.0719060052219321,5.952234779786578,-0.1049872276723103,-0.1049872276723103,2.349869451697128,1.4017929247340088,0.0560717169893603,0.0601662188685804,0.1320722240905125,-0.962,0.347,-0.615,-0.213,0.077,-0.136,-0.032,2025-26
Ashton Bell,50,VAN,LD,16,329.08333333333326,1.0730000000000002,34.58191916083005,0.1956343378070398,6.305135932083474,-0.0207139019433891,-0.0207139019433891,0.0,-0.8457204904904073,-0.0338288196196162,-0.0330209774438241,0.1626133603632157,-0.561,-0.064,-0.625,-0.124,-0.014,-0.138,-0.025,2025-26
Mellissa Channell-Watkins,129,VAN,LD,16,305.31666666666666,0.689,32.19094752353989,0.1354004039521807,6.3260773560098045,-0.012872323683192,-0.012872323683192,0.9825863857197448,0.1368658952293373,0.0054746358091734,0.0059766564328179,0.1413770603849987,-0.827,0.139,-0.688,-0.183,0.031,-0.152,-0.03,2025-26
