name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Kali Flanagan,68,TOR,D,52,1131.0333333333333,6,4,3,3,8,7.877534019410003,0.15914650319766585,0.7880651700892445,0.016502300834368988,0.10442574253794723,0.0,0.0,0.0,0.4178939976699185,-0.08249633660497832,0.3353976610649402,-9.588,-1.555,-11.143,-0.586,2.678,2.092,-0.116,0.53,0.414,0.022,0.449,-0.2246,5.0492,All Seasons
Emmy Fecteau,204,NY,F,28,222.89999999999998,1,0,0,-8,6,2.632998655441088,-2.1534320323014806,0.8348100073251283,-0.16520921818009815,-0.07728577647651991,0.0,0.0,0.0,0.708747955704196,0.06105576341645073,0.7698037191206467,-0.809,0.227,-0.582,0.965,1.061,2.026,0.191,0.21,0.401,0.108,0.449,-0.2246,5.0492,All Seasons
Maggie Flaherty,79,MIN,D,44,761.7,2,5,0,0,26,5.70511594166832,0.0,0.7941360940769256,-0.002172663331235225,0.08575077837234302,0.0,0.0,0.0,0.44939865629525955,-0.06774311491415098,0.3816555413811086,-6.057,-0.86,-6.917,0.005,1.991,1.996,0.001,0.394,0.395,0.031,0.449,-0.2246,5.0492,All Seasons
Sarah Bujold,81,MTL,F,19,263.78333333333336,3,1,0,-6,16,2.338762779717618,-1.3647564288873444,0.6234921914957819,-0.237676499644063,-0.14975305794048477,0.0,0.0,0.0,0.5319735898770092,0.11830491577298297,0.6502785056499921,-1.735,0.52,-1.215,0.365,1.507,1.872,0.072,0.298,0.37,0.084,0.449,-0.2246,5.0492,All Seasons
Gigi Marvin,109,BOS,F,23,287.26666666666665,1,3,0,-3,6,2.6688663089742,-0.6265954977953121,0.7316247748617772,-0.14954161829177703,-0.06161817658819879,0.0,0.0,0.0,0.5574332044736088,0.04867835950467705,0.6061115639782858,-1.767,0.233,-1.534,0.519,1.308,1.827,0.103,0.259,0.362,0.076,0.449,-0.2246,5.0492,All Seasons
Jennifer Gardiner,198,MTL,F,30,525.75,5,8,5,10,2,4.768957909376365,1.1412268188302426,0.9264856713936267,0.055677190649267905,0.14360063235284615,0.0,0.0,0.0,0.5442462664052913,-0.11344449955874845,0.4308017668465428,-3.35,-0.994,-4.344,0.835,0.974,1.809,0.165,0.193,0.358,0.041,0.449,-0.2246,5.0492,All Seasons
Fanni Garát-Gasparics,137,OTT,F,14,118.51666666666667,1,0,0,-1,4,1.4638408281644073,-0.5062579102798481,0.5319581854192292,-0.4934575972707127,-0.40553415556713446,0.0,0.0,0.0,0.7410809986488351,0.32037198289803626,1.0614529815468714,-0.366,0.633,0.267,0.577,1.076,1.653,0.114,0.213,0.327,0.166,0.449,-0.2246,5.0492,All Seasons
Kaitlin Willoughby,128,TOR,F,41,225.98333333333332,0,0,0,-6,2,3.2198648117429927,-1.5930378346485732,1.2752368463079817,0.16042431717765804,0.24834775888123628,0.0,0.0,0.0,0.854894411260032,-0.19619472951617667,0.6586996817438553,-0.27,-0.739,-1.009,1.529,0.107,1.636,0.303,0.021,0.324,0.086,0.449,-0.2246,5.0492,All Seasons
Alexa Vasko,101,TOR,F,23,211.43333333333334,2,0,0,-1,4,4.0755950867599795,-0.283777392401072,1.8631042660819304,0.5113418236456766,0.5992652653492548,0.0,0.0,0.0,1.156561746203368,-0.47341955962591137,0.6831421865774565,0.811,-1.668,-0.857,2.493,-0.877,1.616,0.494,-0.174,0.32,0.091,0.449,-0.2246,5.0492,All Seasons
Micah Zandee-Hart,47,NY,D,45,1050.1333333333332,1,6,4,-21,26,6.934523809893341,-1.1998476383951244,0.7670185108534745,0.012489139597677057,0.1004125813012553,0.0,0.0,0.0,0.39620819127120416,-0.07932593922799169,0.31688225204321246,-9.282,-1.388,-10.67,-0.924,2.542,1.618,-0.183,0.503,0.32,0.018,0.449,-0.2246,5.0492,All Seasons
Alexa Vasko,101,OTT,F,23,206.55,2,2,0,6,8,4.0755950867599795,1.7429193899782134,1.9071524828141184,0.5339123161414192,0.6218357578449974,0.0,0.0,0.0,1.1839056170689846,-0.491250248697548,0.6926553683714365,0.886,-1.691,-0.805,2.53,-0.918,1.612,0.501,-0.182,0.319,0.093,0.449,-0.2246,5.0492,All Seasons
Samantha Cogan,126,TOR,F,22,198.93333333333334,2,0,0,-5,6,1.8385934867544944,-1.5080428954423593,0.597719391230652,-0.2811710032309732,-0.19324756152739497,0.0,0.0,0.0,0.5545355690613422,0.15266557360664204,0.7072011426679842,-1.233,0.506,-0.727,0.35,1.251,1.601,0.069,0.248,0.317,0.096,0.449,-0.2246,5.0492,All Seasons
Brooke Bryant,91,MIN,F,42,313.71666666666664,2,1,2,0,12,2.560661787921429,0.0,0.7143959445753464,-0.1135998984380161,-0.025676456734437858,0.0,0.0,0.0,0.4897403408870608,0.020284400820205908,0.5100247417072667,-2.284,0.106,-2.178,0.213,1.28,1.493,0.042,0.254,0.296,0.057,0.449,-0.2246,5.0492,All Seasons
Kaitlin Willoughby,128,MTL,F,7,76.63333333333334,0,1,0,0,0,3.2198648117429927,0.0,3.7605342320769735,1.3370574006086393,1.4249808423122174,0.0,0.0,0.0,2.5209902832263533,-1.125734865426652,1.3952554177997014,2.036,-1.438,0.598,2.646,-1.151,1.495,0.524,-0.228,0.296,0.232,0.449,-0.2246,5.0492,All Seasons
Claire Butorac,102,MIN,F,45,463.6166666666667,3,1,4,0,10,3.6293457687968655,0.0,0.795128678364952,-0.01712612273572689,0.07079731896785135,0.0,0.0,0.0,0.469699995242791,-0.055929881984602574,0.4137701132581884,-3.53,-0.432,-3.962,0.16,1.303,1.463,0.032,0.258,0.29,0.038,0.449,-0.2246,5.0492,All Seasons
Claire Thompson,169,MIN,D,28,615.8333333333334,4,9,3,2,8,5.464264767626355,0.19485791610284167,0.984554425235796,0.12306837931017911,0.21099182101375735,0.0,0.0,0.0,0.532377622826925,-0.16668353860086832,0.3656940842260567,-4.045,-1.711,-5.756,0.856,0.594,1.45,0.17,0.118,0.288,0.028,0.449,-0.2246,5.0492,All Seasons
Chloe Aurard,33,NY,F,45,438.18333333333334,3,1,8,-9,4,2.917980953868322,-1.2323608839526834,0.6404658142694921,-0.11669329078864488,-0.028769849085066634,0.0,0.0,0.0,0.39955617640736224,0.022728180777202643,0.42228435718456486,-3.848,0.166,-3.682,-0.361,1.806,1.445,-0.071,0.358,0.287,0.039,0.449,-0.2246,5.0492,All Seasons
Clair DeGeorge,116,MIN,F,23,236.5,0,0,1,-4,6,3.1007732853525654,-1.014799154334038,1.2253239168335026,0.16410296475538133,0.2520264064589596,0.0,0.0,0.0,0.78666552693934,-0.19910086110257808,0.5875646658367619,-0.551,-0.785,-1.336,1.331,0.1,1.431,0.264,0.02,0.284,0.072,0.449,-0.2246,5.0492,All Seasons
Clair DeGeorge,116,MTL,F,26,222.21666666666667,0,1,1,4,6,3.1007732853525654,1.0800270006750168,1.3040835805795696,0.20314609558528884,0.2910695372888671,0.0,0.0,0.0,0.8372297177881374,-0.22994493445820502,0.6072847833299324,-0.331,-0.852,-1.183,1.438,-0.02,1.418,0.285,-0.004,0.281,0.076,0.449,-0.2246,5.0492,All Seasons
Gabrielle David,156,MTL,F,24,300.56666666666666,2,1,1,2,4,2.2798415703998076,0.39924586891427305,0.6919313000643559,-0.10886248360972828,-0.020939041906150035,0.0,0.0,0.0,0.455108664380576,0.016541843105858527,0.47165050748643456,-2.362,0.083,-2.279,0.031,1.208,1.239,0.006,0.239,0.245,0.049,0.449,-0.2246,5.0492,All Seasons
Becca Gilmore,55,OTT,F,20,235.31666666666666,0,1,2,-11,2,1.7187631952771985,-2.8047312132587296,0.591021574992272,-0.19652447480562074,-0.1086010331020425,0.0,0.0,0.0,0.4382426165449334,0.08579481615061357,0.524037432695547,-1.915,0.336,-1.579,-0.042,1.217,1.175,-0.008,0.241,0.233,0.059,0.449,-0.2246,5.0492,All Seasons
Kelly Babstock,175,BOS,F,9,71.46666666666667,0,0,0,-1,9,1.2730713623089343,-0.8395522388059702,1.0601380168554302,-0.22269820451909528,-0.13477476281551704,0.0,0.0,0.0,1.068809912386232,0.10647206262425846,1.1752819750104906,0.169,0.127,0.296,0.738,0.394,1.132,0.146,0.078,0.224,0.188,0.449,-0.2246,5.0492,All Seasons
Ann-Sophie Bettez,80,MTL,F,14,208.66666666666666,2,2,1,-2,2,1.5750054969975935,-0.5750798722044728,0.6050854505688676,-0.19395541733680133,-0.10603197563322309,0.0,0.0,0.0,0.45287697996735915,0.08376526075024625,0.5366422407176054,-1.647,0.291,-1.356,0.013,1.072,1.085,0.003,0.212,0.215,0.062,0.449,-0.2246,5.0492,All Seasons
Savannah Harmon,56,OTT,D,27,669.1833333333333,3,2,7,-2,8,7.707613756740695,-0.1793230554656173,1.372594348307602,0.38645553767398355,0.4743789793775618,0.0,0.0,0.0,0.6910764246037834,-0.3747593937082738,0.31631703089550955,-2.626,-4.18,-6.806,2.7,-1.675,1.025,0.535,-0.332,0.203,0.018,0.449,-0.2246,5.0492,All Seasons
Savannah Norcross,147,NY,F,20,148.2,0,0,1,2,2,1.5336264186541566,0.8097165991902835,0.8782273578050378,-0.052791233154405814,0.03513220854917243,0.0,0.0,0.0,0.6209013840705088,-0.027754444753846218,0.5931469393166625,-0.755,-0.069,-0.824,0.425,0.486,0.911,0.084,0.096,0.18,0.073,0.449,-0.2246,5.0492,All Seasons
Savannah Harmon,56,TOR,D,23,527.65,0,2,2,-1,2,7.707613756740695,-0.11371174073723112,1.7407699446886673,0.6090292019875652,0.6969526436911434,0.0,0.0,0.0,0.8764461772092139,-0.5505925885160033,0.32585358869321057,-0.44,-4.842,-5.282,3.759,-2.867,0.892,0.744,-0.568,0.176,0.02,0.449,-0.2246,5.0492,All Seasons
Kayla Vespa,45,NY,F,31,267.3,2,1,0,-1,2,2.301044551543821,-0.2244668911335578,0.88159143532094,0.032570214854080515,0.12049365655765876,0.0,0.0,0.0,0.5165083168448532,-0.09518998868055042,0.4213183281643028,-1.827,-0.424,-2.251,0.301,0.576,0.877,0.06,0.114,0.174,0.039,0.449,-0.2246,5.0492,All Seasons
Dara Greig,199,MTL,F,29,230.5333333333333,0,2,1,-2,16,2.194080119198625,-0.520532099479468,0.962625128233207,0.07076745224422809,0.15869089394780633,0.0,0.0,0.0,0.5710445654363108,-0.125365806218767,0.44567875921754374,-1.366,-0.482,-1.848,0.469,0.381,0.85,0.093,0.075,0.168,0.044,0.449,-0.2246,5.0492,All Seasons
Akane Shiga,141,OTT,F,21,215.58333333333334,2,0,0,-1,4,1.3997396036032896,-0.27831465017394663,0.5881346542537762,-0.16117909193000912,-0.07325565022643088,0.0,0.0,0.0,0.3895680381114683,0.057871963678880395,0.4474400017903487,-1.929,0.208,-1.721,-0.214,1.015,0.801,-0.042,0.201,0.159,0.044,0.449,-0.2246,5.0492,All Seasons
Kennedy Marchment,29,MTL,F,9,97.71666666666667,1,0,1,0,0,0.9175781702948208,0.0,0.6085717294485812,-0.2772903927330609,-0.18936695102948264,0.0,0.0,0.0,0.5634114639367823,0.1495998913132913,0.7130113552500736,-0.591,0.244,-0.347,0.186,0.609,0.795,0.037,0.121,0.158,0.097,0.449,-0.2246,5.0492,All Seasons
Cayla Barnes,196,MTL,D,30,654.35,2,8,3,-1,12,4.969164118493612,-0.0916940475280813,0.9217330208340493,0.12051971383613846,0.2084431555397167,0.0,0.0,0.0,0.4556427708559895,-0.1646700928763762,0.29097267797961324,-5.135,-1.796,-6.931,0.072,0.653,0.725,0.014,0.129,0.143,0.013,0.449,-0.2246,5.0492,All Seasons
Jillian Dempsey,27,MTL,F,22,183.05,1,2,0,1,2,1.5595710486493006,0.32777929527451516,0.8513657831649063,0.006517922889995309,0.09444136459357355,0.0,0.0,0.0,0.5111950992568044,-0.07460867802892311,0.43658642122788127,-1.267,-0.228,-1.495,0.19,0.458,0.648,0.038,0.091,0.129,0.042,0.449,-0.2246,5.0492,All Seasons
Madison Packer,148,NY,F,22,162.76666666666665,0,0,1,-1,4,1.2014318937497503,-0.36862584476756094,0.6789076739549333,-0.11227998440069764,-0.0243565426971194,0.0,0.0,0.0,0.44287884676419226,0.019241668730724325,0.46212051549491656,-1.312,0.052,-1.26,-0.017,0.661,0.644,-0.003,0.131,0.128,0.047,0.449,-0.2246,5.0492,All Seasons
Jillian Dempsey,27,BOS,F,7,52.43333333333333,0,0,1,0,0,1.5595710486493006,0.0,2.9722029232359084,1.1271107801748415,1.2150342218784198,0.0,0.0,0.0,1.7846331135211324,-0.9598770352839517,0.8247560782371807,0.75,-0.839,-0.089,1.167,-0.643,0.524,0.231,-0.127,0.104,0.119,0.449,-0.2246,5.0492,All Seasons
Nicole Kosta,14,BOS,F,9,67.2,1,1,1,1,2,0.6071599806675071,0.8928571428571428,0.7267530677948841,-0.1423751871822112,-0.05445174547863296,0.0,0.0,0.0,0.5421071255959884,0.04301687892812004,0.5851240045241084,-0.431,0.048,-0.383,0.104,0.3,0.404,0.021,0.059,0.08,0.071,0.449,-0.2246,5.0492,All Seasons
Rosalie Demers,136,OTT,F,11,63.3,0,0,0,0,4,0.5482422405998305,0.0,0.6585502596014597,-0.19294720611909955,-0.1050237644155213,0.0,0.0,0.0,0.5196608915638203,0.08296877388826183,0.6026296654520822,-0.429,0.088,-0.341,0.075,0.324,0.399,0.015,0.064,0.079,0.075,0.449,-0.2246,5.0492,All Seasons
Kristin Della Rovere,54,OTT,F,8,70.8,1,0,0,2,0,0.46282920937006167,1.694915254237288,0.49992788259574883,-0.2514752901723242,-0.16355184846874593,0.0,0.0,0.0,0.3922281435339506,0.12920596029030929,0.5214341038242598,-0.63,0.152,-0.478,-0.067,0.417,0.35,-0.013,0.083,0.07,0.059,0.449,-0.2246,5.0492,All Seasons
Maude Poulin-Labelle,165,TOR,D,9,63.36666666666667,0,0,0,-4,0,0.3516582605413785,-3.787480273540242,0.5166613976080824,-0.1882001011531328,-0.10027665944955455,0.0,0.0,0.0,0.3329746812069865,0.0792185609651481,0.4121932421721346,-0.627,0.084,-0.543,-0.123,0.321,0.198,-0.024,0.064,0.04,0.038,0.449,-0.2246,5.0492,All Seasons
Laura Kluge,212,TOR,F,12,50.449999999999996,0,0,2,0,2,0.8443956992311741,0.0,1.8398580132393474,0.6077419502751518,0.69566539197873,0.0,0.0,0.0,1.0042367086991169,-0.5495756596631968,0.4546610490359201,0.065,-0.462,-0.397,0.467,-0.273,0.194,0.092,-0.054,0.038,0.045,0.449,-0.2246,5.0492,All Seasons
Maja Nylen Persson,229,NY,D,21,409.8333333333333,2,2,2,0,2,3.3142322852042687,0.0,1.045677397020946,0.22124247101022143,0.3091659127137997,0.0,0.0,0.0,0.4852068412661801,-0.24424107104390175,0.24096577022227833,-3.014,-1.668,-4.682,0.247,-0.134,0.113,0.049,-0.027,0.022,0.003,0.449,-0.2246,5.0492,All Seasons
Noemi Neubauerová,214,TOR,F,19,87.48333333333333,0,0,0,-5,4,0.3572580058209621,-3.429224614212231,0.5328238951302025,-0.10295487190619634,-0.015031430202618101,0.0,0.0,0.0,0.24502358943712393,0.011874829860068301,0.25689841929719226,-0.994,0.017,-0.977,-0.297,0.345,0.048,-0.059,0.068,0.009,0.006,0.449,-0.2246,5.0492,All Seasons
Erin Ambrose,83,MTL,D,50,1163.0666666666666,4,15,11,16,8,6.978913067774079,0.8254041040926287,0.8097240837328049,0.083614283294419,0.17153772499799724,0.0,0.0,0.0,0.36002646801540017,-0.13551480274841782,0.22451166526698235,-10.981,-2.627,-13.608,-1.725,1.726,0.001,-0.342,0.342,0.0,0.0,0.449,-0.2246,5.0492,All Seasons
Olivia Zafuto,46,NY,D,11,87.35,0,0,1,1,4,0.4170023977976275,0.6868918145392101,0.6789037497629232,0.01059724284878727,0.09852068455236551,0.0,0.0,0.0,0.28643553369041386,-0.07783134079636876,0.20860419289404508,-0.932,-0.113,-1.045,-0.237,0.214,-0.023,-0.047,0.042,-0.005,-0.003,0.449,-0.2246,5.0492,All Seasons
Taylor Wenczkowski,111,BOS,F,15,77.06666666666666,0,0,0,1,2,0.5183433721915595,0.7785467128027682,0.9379095202223644,0.1776098391807286,0.26553328088430683,0.0,0.0,0.0,0.40355452852284046,-0.2097712918986024,0.19378323662423805,-0.672,-0.269,-0.941,-0.058,0.019,-0.039,-0.011,0.004,-0.007,-0.005,0.449,-0.2246,5.0492,All Seasons
Dominique Kremer,119,MIN,D,12,63.483333333333334,0,0,0,-1,0,0.028000790104374878,-0.9451299553688631,0.47538432784376766,0.011276731086555414,0.09920017279013366,0.0,0.0,0.0,0.026464385501640736,-0.07836813650420558,-0.05190375100256485,-0.952,-0.083,-1.035,-0.447,0.155,-0.292,-0.089,0.031,-0.058,-0.055,0.449,-0.2246,5.0492,All Seasons
Leah Lum,159,MTL,F,21,197.45,1,1,2,-2,6,0.792274501752543,-0.607748797163839,0.6781648870340131,0.045741363950126956,0.1336648056537052,0.0,0.0,0.0,0.24075193773184392,-0.10559519646642711,0.13515674126541682,-2.257,-0.347,-2.604,-0.685,0.392,-0.293,-0.136,0.078,-0.058,-0.018,0.449,-0.2246,5.0492,All Seasons
Abby Cook,117,MIN,D,9,105.23333333333333,1,0,0,3,6,0.39029789203487425,1.7104846373139055,0.8078464513468413,0.18973343156463163,0.27765687326820987,0.0,0.0,0.0,0.22253284943388457,-0.2193489298818858,0.0031839195519987595,-1.235,-0.385,-1.62,-0.397,0.009,-0.388,-0.079,0.002,-0.077,-0.044,0.449,-0.2246,5.0492,All Seasons
Jess Healey,10,BOS,D,20,205.43333333333334,1,1,1,2,8,0.8629589181832242,0.5841311049813402,0.7400290317438688,0.09873865139882143,0.18666209310239967,0.0,0.0,0.0,0.25204057321593437,-0.14746305355089576,0.10457751966503862,-2.309,-0.505,-2.814,-0.674,0.264,-0.41,-0.133,0.052,-0.081,-0.024,0.449,-0.2246,5.0492,All Seasons
Taylor House,217,OTT,F,11,93.98333333333333,1,1,0,-3,2,0.8017221925832978,-1.9152331973754213,1.4510870884688074,0.6057418542683987,0.6936652959719769,0.0,0.0,0.0,0.5118283194360476,-0.5479955838178617,-0.03616726438181417,-0.65,-0.858,-1.508,0.098,-0.507,-0.409,0.019,-0.1,-0.081,-0.052,0.449,-0.2246,5.0492,All Seasons
Dominika Lásková,82,MTL,D,12,177.45,0,0,0,-1,10,0.4941514256931822,-0.338123415046492,0.6028133863512191,0.028253508823004037,0.11617695052658228,0.0,0.0,0.0,0.1670841676054716,-0.091779790916,0.0753043766894716,-2.246,-0.271,-2.517,-0.834,0.393,-0.441,-0.165,0.078,-0.087,-0.029,0.449,-0.2246,5.0492,All Seasons
Jincy Roese,60,OTT,D,48,1015.1666666666666,3,8,8,-17,28,5.10006206526125,-1.004761122968314,0.7232475905128363,0.04316184134898993,0.13108528305256817,0.0,0.0,0.0,0.30143200517058777,-0.10355737361152886,0.1978746315590589,-10.576,-1.752,-12.328,-2.497,2.048,-0.449,-0.495,0.406,-0.089,-0.005,0.449,-0.2246,5.0492,All Seasons
Mae Batherson,188,MIN,D,23,364.4166666666667,0,1,2,12,6,2.432586134568837,1.9757603475874683,0.9908946380387672,0.23298062598248614,0.3209040676860644,0.0,0.0,0.0,0.4005172688976818,-0.2535142134719909,0.14700305542569092,-3.195,-1.54,-4.735,-0.294,-0.176,-0.47,-0.058,-0.035,-0.093,-0.015,0.449,-0.2246,5.0492,All Seasons
Rylind MacKinnon,232,TOR,D,21,246.63333333333333,0,1,1,-1,27,0.9731818334795183,-0.24327611839437766,0.7258216131899153,0.09653999091849641,0.18446343262207465,0.0,0.0,0.0,0.23675189894082077,-0.145726111771439,0.09102578716938178,-2.835,-0.599,-3.434,-0.872,0.324,-0.548,-0.173,0.064,-0.109,-0.027,0.449,-0.2246,5.0492,All Seasons
Brigitte Laganière,164,MTL,D,15,123.71666666666667,0,0,1,-1,0,0.21307660529779315,-0.48497911895460055,0.6245037734781219,0.10001467658292296,0.1879381182865012,0.0,0.0,0.0,0.10333770430716091,-0.14847111344633596,-0.045133409139175046,-1.697,-0.306,-2.003,-0.713,0.157,-0.556,-0.141,0.031,-0.11,-0.053,0.449,-0.2246,5.0492,All Seasons
Allyson Simpson,230,NY,D,28,595.4333333333333,1,2,2,-8,12,3.264771305847746,-0.8061355875272911,0.8370658628213513,0.13534123832638534,0.22326468002996358,0.0,0.0,0.0,0.32898104184772675,-0.17637909722367123,0.15260194462405552,-5.93,-1.75,-7.68,-1.191,0.478,-0.713,-0.236,0.095,-0.141,-0.014,0.449,-0.2246,5.0492,All Seasons
Madison Bizal,162,MTL,D,19,203.95000000000002,0,1,0,-1,2,0.6584359060388232,-0.2941897523902917,0.7345710962183694,0.13910134220358816,0.2270247839071664,0.0,0.0,0.0,0.19370509616243878,-0.17934957928666148,0.014355516875777297,-2.491,-0.61,-3.101,-0.868,0.154,-0.714,-0.172,0.03,-0.142,-0.042,0.449,-0.2246,5.0492,All Seasons
