name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,xGA60,xGA60_resid,d_adj_xGA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Kaitlin Willoughby,128,MTL,F,15,146.11666666666667,0,2,0,0,0,0.8198045825436645,0.0,0.5030664206886185,-0.06489155054654072,0.07855323027440966,0.5111888264445568,0.0,0.0,0.0,0.33663699066467345,-0.007855323027440967,0.3287816676372325,-0.525,-0.019,-0.544,0.182,0.052,0.234,0.04,0.012,0.052,0.021,0.262,-0.0292,4.508,2025-26
Sarah Nurse,75,VAN,F,5,104.3,4,1,1,5,0,0.6465705795813693,2.876318312559923,0.41999914257771126,-0.09841405787163543,0.045030722949314955,0.5789473684210527,0.0,0.0,0.0,0.3719485596824752,-0.004503072294931495,0.3674454873875437,-0.313,-0.008,-0.321,0.191,0.043,0.234,0.042,0.01,0.052,0.03,0.262,-0.0292,4.508,2025-26
Claire Dalton,26,TOR,F,15,208.4,0,4,0,0,4,1.0944810326198513,0.0,0.6376628182654085,0.05495032855812765,0.19839510937907803,0.4826928958693229,0.0,0.0,0.0,0.31510970228978447,-0.019839510937907805,0.29527019135187665,-0.824,-0.069,-0.893,0.184,0.033,0.217,0.041,0.007,0.048,0.014,0.262,-0.0292,4.508,2025-26
Lauren Bernard,207,NY,D,4,59.96666666666667,0,0,1,0,0,0.5656816539092172,0.0,2.3227606232377047,0.9912559299656394,1.1347007107865899,0.4663026716254589,0.0,0.0,0.0,0.5659960961848755,-0.11347007107865899,0.4525260251062165,0.014,-0.113,-0.099,0.304,-0.084,0.22,0.067,-0.019,0.048,0.048,0.262,-0.0292,4.508,2025-26
Dayle Ross,251,NY,D,6,44.516666666666666,0,0,0,0,0,0.32051438472974975,0.0,0.41790958299766995,-0.7560644029043653,-0.6126196220834149,0.49572222805211874,0.0,0.0,0.0,0.4319924316836762,0.06126196220834149,0.4932543938920177,-0.089,0.045,-0.044,0.126,0.067,0.193,0.028,0.015,0.043,0.058,0.262,-0.0292,4.508,2025-26
Jessica DiGirolamo,5,MTL,D,15,272.5333333333333,1,0,1,1,6,1.0712056987448566,0.22015655577299414,0.4740881692677488,-0.5212176766995367,-0.3777728958785863,0.49572222805211874,0.0,0.0,0.0,0.2358329571600712,0.037777289587858635,0.27361024674792983,-1.437,0.172,-1.265,-0.119,0.304,0.185,-0.026,0.067,0.041,0.009,0.262,-0.0292,4.508,2025-26
Alina MÃ¼ller,15,BOS,F,2,43.349999999999994,0,0,0,1,0,0.565572,1.3840830449826993,3.7149432834882217,2.754274356889867,2.8977191377108173,0.5225225225225225,0.0,0.0,0.0,0.7827986159169551,-0.28977191377108175,0.49302670214587335,0.167,-0.209,-0.042,0.376,-0.188,0.188,0.083,-0.042,0.041,0.057,0.262,-0.0292,4.508,2025-26
Anna Wilgren,203,SEA,D,12,258.65,0,1,3,-2,8,1.1454711117582181,-0.46394741929248023,0.7940779299305439,-0.2284492185459891,-0.08500443772503871,0.49572222805211874,0.0,0.0,0.0,0.26571918308715675,0.008500443772503872,0.2742196268596606,-1.235,0.037,-1.198,0.016,0.163,0.179,0.004,0.036,0.04,0.009,0.262,-0.0292,4.508,2025-26
Hannah Brandt,1,BOS,F,13,151.85,0,0,1,-1,2,0.7755268614214831,-0.39512676983865663,0.5781773017505284,-0.06530513352095701,0.07813964729999337,0.4257425742574257,0.0,0.0,0.0,0.30643142367658205,-0.007813964729999337,0.2986174589465827,-0.622,-0.02,-0.642,0.112,0.054,0.166,0.025,0.012,0.037,0.015,0.262,-0.0292,4.508,2025-26
Mae Batherson,188,MIN,D,15,296.05,2,3,5,7,2,1.1697631669741015,1.4186792771491301,0.5477247145459165,-0.41436869486285344,-0.2709239140419031,0.5242021329662908,0.0,0.0,0.0,0.2370741091654994,0.02709239140419031,0.2641665005696897,-1.555,0.134,-1.421,-0.123,0.278,0.155,-0.027,0.062,0.035,0.007,0.262,-0.0292,4.508,2025-26
Natalie Snodgrass,142,SEA,F,11,159.43333333333334,0,1,0,-3,0,0.8616902590565892,-1.1289985364833788,0.8383009388594013,0.20639669758277457,0.3498414784037249,0.4488275570097946,0.0,0.0,0.0,0.3242823471256242,-0.034984147840372494,0.2892981992852517,-0.606,-0.093,-0.699,0.165,-0.015,0.15,0.037,-0.003,0.034,0.013,0.262,-0.0292,4.508,2025-26
Sophie Shirley,18,BOS,F,12,130.7,0,2,1,-2,2,0.6945908376956291,-0.9181331293037491,0.6296282756111911,0.051170723372024884,0.19461550419297527,0.4890567507619902,0.0,0.0,0.0,0.31886342969960024,-0.01946155041929753,0.2994018792803027,-0.508,-0.042,-0.55,0.124,0.021,0.145,0.028,0.005,0.033,0.015,0.262,-0.0292,4.508,2025-26
Nicole Gosling,253,MTL,D,15,311.15,1,1,3,2,0,1.15499712369256,0.38566607745460396,0.4739405064080088,-0.5094231129941735,-0.3659783321732232,0.49572222805211874,0.0,0.0,0.0,0.2227216050829298,0.036597833217322316,0.2593194383002521,-1.709,0.19,-1.519,-0.204,0.341,0.137,-0.045,0.076,0.031,0.006,0.262,-0.0292,4.508,2025-26
Anna Segedi,248,VAN,F,12,144.81666666666666,0,0,0,-4,2,0.78258242612885,-1.6572678098745541,0.8114075250174536,0.2067982051709879,0.35024298599193826,0.4714285714285714,0.0,0.0,0.0,0.3242371658492185,-0.03502429859919383,0.2892128672500247,-0.55,-0.085,-0.635,0.15,-0.014,0.136,0.033,-0.003,0.03,0.012,0.262,-0.0292,4.508,2025-26
Sydney Bard,180,VAN,D,5,61.53333333333333,0,0,1,1,0,0.5131900205312655,0.9750812567713976,2.474455388138696,1.2381718705303602,1.3816166513513106,0.49572222805211874,0.0,0.0,0.0,0.5004019701821658,-0.13816166513513106,0.36224030504703475,-0.053,-0.142,-0.195,0.244,-0.112,0.132,0.054,-0.025,0.029,0.028,0.262,-0.0292,4.508,2025-26
Kayla Vespa,45,NY,F,16,113.33333333333333,0,0,2,2,2,0.5696891014556903,1.0588235294117647,0.5872824704575437,-0.07771018233380389,0.0657345984871465,0.4042553191489361,0.0,0.0,0.0,0.3016001125353655,-0.00657345984871465,0.29502665268665085,-0.473,-0.012,-0.485,0.075,0.043,0.118,0.017,0.01,0.027,0.014,0.262,-0.0292,4.508,2025-26
Vanessa Upson,269,MIN,F,8,47.15,0,0,0,-2,0,0.3266173322706225,-2.545068928950159,0.656814438986485,0.14696865881150067,0.29041343963245103,0.6190476190476191,0.0,0.0,0.0,0.41563181200927574,-0.029041343963245106,0.38659046804603064,-0.107,-0.023,-0.13,0.121,0.0,0.121,0.027,0.0,0.027,0.034,0.262,-0.0292,4.508,2025-26
Renata Fast,67,TOR,D,12,288.21666666666664,0,2,1,-3,6,1.0954297724715556,-0.6245301567108079,0.5506035725171342,-0.43760691657738393,-0.2941621357564336,0.49572222805211874,0.0,0.0,0.0,0.22804297582244842,0.02941621357564336,0.25745918939809176,-1.557,0.141,-1.416,-0.163,0.282,0.119,-0.036,0.063,0.027,0.006,0.262,-0.0292,4.508,2025-26
Daniela PejÅ¡ovÃ¡,185,BOS,D,12,151.75,1,0,0,0,2,0.619282,0.0,0.5081946915267154,-0.4953297540628522,-0.3518849732419018,0.49572222805211874,0.0,0.0,0.0,0.2448561449752883,0.03518849732419018,0.28004464229947845,-0.778,0.089,-0.689,-0.043,0.163,0.12,-0.01,0.036,0.026,0.01,0.262,-0.0292,4.508,2025-26
Brooke Bryant,91,SEA,F,14,101.75,0,1,0,-1,0,0.5442105510051286,-0.5896805896805897,0.6951173004071317,0.06628433451829707,0.20972911533924746,0.4488275570097946,0.0,0.0,0.0,0.3209103986271029,-0.02097291153392475,0.29993748709317813,-0.392,-0.036,-0.428,0.1,0.014,0.114,0.022,0.003,0.025,0.015,0.262,-0.0292,4.508,2025-26
NatÃ¡lie MlÃ½nkovÃ¡,274,MTL,F,4,43.8,0,0,0,0,0,0.38485400000000003,0.0,2.3594821187137587,1.617955937229031,1.7614007180499816,0.5111888264445568,0.0,0.0,0.0,0.5271972602739727,-0.17614007180499816,0.3510571884689746,-0.018,-0.129,-0.147,0.194,-0.107,0.087,0.043,-0.024,0.019,0.026,0.262,-0.0292,4.508,2025-26
Dara Greig,199,MTL,F,15,177.18333333333334,1,1,1,4,6,0.7931971466813645,1.3545292070360266,0.4470245214620892,-0.058965227740728376,0.08447955308022201,0.5111888264445568,0.0,0.0,0.0,0.2686021755293869,-0.008447955308022202,0.2601542202213647,-0.838,-0.025,-0.863,0.019,0.061,0.08,0.004,0.014,0.018,0.006,0.262,-0.0292,4.508,2025-26
Jessica Kondas,132,TOR,D,5,55.35,0,0,0,1,2,0.2738684237178558,1.084010840108401,0.8915075448998977,-0.1593985095557351,-0.015953728734784706,0.49572222805211874,0.0,0.0,0.0,0.29687634007355646,0.0015953728734784706,0.29847171294703495,-0.236,0.001,-0.235,0.032,0.028,0.06,0.007,0.006,0.013,0.014,0.262,-0.0292,4.508,2025-26
Anna Kjellbin,200,TOR,D,15,176.65,1,1,2,4,0,0.6666442946783404,1.3586187376167562,0.6143209071181622,-0.3881310066409206,-0.2446862258199702,0.4826928958693229,0.0,0.0,0.0,0.22642885751882494,0.024468622581997022,0.25089748010082197,-0.959,0.072,-0.887,-0.105,0.158,0.053,-0.023,0.035,0.012,0.004,0.262,-0.0292,4.508,2025-26
Erin Ambrose,83,MTL,D,14,289.2833333333333,0,3,1,3,2,1.0018288467053367,0.6222273434349255,0.47810567769588813,-0.4916563457832999,-0.3482115649623495,0.49572222805211874,0.0,0.0,0.0,0.20778843395397895,0.034821156496234955,0.2426095904502139,-1.661,0.168,-1.493,-0.261,0.309,0.048,-0.058,0.069,0.011,0.002,0.262,-0.0292,4.508,2025-26
Lily Delianedis,291,SEA,F,5,25.45,0,0,0,0,2,0.163395976289334,0.0,1.0149680685528257,0.3344581687987248,0.47790294961967517,0.4545454545454545,0.0,0.0,0.0,0.38521644704754576,-0.04779029496196752,0.33742615208557825,-0.071,-0.02,-0.091,0.052,-0.008,0.044,0.012,-0.002,0.01,0.024,0.262,-0.0292,4.508,2025-26
Emma Greco,118,OTT,D,3,34.46666666666667,0,0,0,0,4,0.1498482835016085,0.0,0.5488839015145042,-0.46921529994775946,-0.3257705191268091,0.49572222805211874,0.0,0.0,0.0,0.2608577469080225,0.03257705191268091,0.2934347988207034,-0.167,0.019,-0.148,-0.001,0.035,0.034,-0.0,0.008,0.008,0.014,0.262,-0.0292,4.508,2025-26
Claire Thompson,169,VAN,D,14,304.54999999999995,2,3,2,0,6,1.144427217984257,0.0,0.7248978268910248,-0.26096536129379455,-0.11752058047284417,0.49572222805211874,0.0,0.0,0.0,0.22546587778379718,0.011752058047284417,0.23721793583108158,-1.659,0.06,-1.599,-0.185,0.208,0.023,-0.041,0.046,0.005,0.001,0.262,-0.0292,4.508,2025-26
Katie Chan,301,VAN,F,5,48.06666666666667,1,0,0,-1,2,0.31695941132278593,-1.248266296809986,1.9117773065059953,1.305658755138787,1.4491035359597375,0.5241173680431338,0.0,0.0,0.0,0.39564975061096713,-0.14491035359597376,0.25073939701499337,-0.125,-0.116,-0.241,0.107,-0.093,0.014,0.024,-0.021,0.003,0.004,0.262,-0.0292,4.508,2025-26
Emma Greco,118,VAN,D,6,41.65,0,0,0,-2,17,0.1498482835016085,-2.881152460984394,0.45421845071308314,-0.5229025788861676,-0.3794577980652173,0.49572222805211874,0.0,0.0,0.0,0.21586787539247326,0.03794577980652173,0.253813655198995,-0.234,0.026,-0.208,-0.032,0.047,0.015,-0.007,0.01,0.003,0.004,0.262,-0.0292,4.508,2025-26
KateÅina MrÃ¡zovÃ¡,88,OTT,F,16,277.75,1,2,2,-6,4,1.373378,-1.296129612961296,0.8394370146133665,0.47568288057395847,0.6191276613949088,0.6503496503496503,0.0,0.0,0.0,0.29667931593159313,-0.061912766139490885,0.23476654979210226,-1.183,-0.287,-1.47,0.161,-0.151,0.01,0.036,-0.033,0.003,0.001,0.262,-0.0292,4.508,2025-26
Brooke Becker,264,MIN,D,10,139.56666666666666,0,0,0,-2,2,0.5228465571858835,-0.8598041557200861,0.7579391587299437,-0.22729277212373689,-0.0838479913027865,0.49572222805211874,0.0,0.0,0.0,0.2247728213361811,0.00838479913027865,0.23315762046645974,-0.762,0.02,-0.742,-0.087,0.087,0.0,-0.019,0.019,0.0,0.0,0.262,-0.0292,4.508,2025-26
Tereza VaniÅ¡ovÃ¡,161,VAN,F,11,178.18333333333334,0,2,1,0,2,0.879582,0.0,1.0080717298871624,0.492550349277437,0.6359951300983874,0.5241173680431338,0.0,0.0,0.0,0.296183256945094,-0.06359951300983874,0.23258374393525527,-0.761,-0.189,-0.95,0.101,-0.102,-0.001,0.022,-0.023,-0.001,-0.0,0.262,-0.0292,4.508,2025-26
Hanna Baskin,311,TOR,D,4,32.833333333333336,0,0,0,0,2,0.1086089716810896,0.0,0.6300605429469982,-0.34692853343611374,-0.20348375261516335,0.4826928958693229,0.0,0.0,0.0,0.19847324774209266,0.020348375261516338,0.218821623003609,-0.194,0.011,-0.183,-0.035,0.027,-0.008,-0.008,0.006,-0.002,-0.004,0.262,-0.0292,4.508,2025-26
Maya Labad,273,MTL,F,4,25.1,1,0,0,1,4,0.10020445740236612,2.3904382470119523,0.6023065371769096,0.1041436621601669,0.2475884429811173,0.49572222805211874,0.0,0.0,0.0,0.23953256749569588,-0.024758844298111732,0.21477372319758414,-0.131,-0.01,-0.141,-0.009,0.002,-0.007,-0.002,0.0,-0.002,-0.005,0.262,-0.0292,4.508,2025-26
Nina Jobst-Smith,305,VAN,D,4,49.699999999999996,0,1,0,3,0,0.17122097289994426,3.621730382293763,0.6608657708017213,-0.307909791615134,-0.1644650107941836,0.49572222805211874,0.0,0.0,0.0,0.20670539987920838,0.01644650107941836,0.22315190095862675,-0.286,0.014,-0.272,-0.046,0.038,-0.008,-0.01,0.008,-0.002,-0.002,0.262,-0.0292,4.508,2025-26
Emma Woods,86,TOR,F,16,135.86666666666667,0,0,1,-3,2,0.5422933525668641,-1.324828263002944,0.6058635496544834,0.092035252842402,0.23548003366335238,0.4826928958693229,0.0,0.0,0.0,0.23948185343973385,-0.023548003366335238,0.2159338500733986,-0.708,-0.053,-0.761,-0.051,0.013,-0.038,-0.011,0.003,-0.008,-0.004,0.262,-0.0292,4.508,2025-26
Zoe Boyd,52,BOS,D,12,207.5,0,1,0,2,4,0.6834745668440656,0.5783132530120483,0.5728760028811618,-0.387634496588381,-0.24418971576743062,0.49572222805211874,0.0,0.0,0.0,0.19763120005129609,0.024418971576743064,0.22205017162803914,-1.226,0.084,-1.142,-0.223,0.185,-0.038,-0.049,0.041,-0.008,-0.002,0.262,-0.0292,4.508,2025-26
Lina Ljungblom,201,MTL,F,4,36.83333333333333,0,0,0,1,0,0.10996030391291171,1.6289592760180998,0.48688377582837394,0.12754753719289114,0.2709923180138415,0.5652173913043478,0.0,0.0,0.0,0.1791208570527069,-0.02709923180138415,0.15202162525132273,-0.229,-0.017,-0.246,-0.051,0.001,-0.05,-0.011,0.0,-0.011,-0.018,0.262,-0.0292,4.508,2025-26
Lee Stecklein,24,MIN,D,13,314.48333333333335,0,1,2,9,2,1.040491589045764,1.7171021251788647,0.5691367609011486,-0.39217825724721167,-0.24873347642626129,0.49572222805211874,0.0,0.0,0.0,0.19851447986457946,0.02487334764262613,0.2233878275072056,-1.854,0.13,-1.724,-0.333,0.283,-0.05,-0.074,0.063,-0.011,-0.002,0.262,-0.0292,4.508,2025-26
Lauren Bernard,207,NY,D,12,159.78333333333333,0,0,1,0,0,0.5656816539092172,0.0,0.8717317953905561,-0.13772323554521426,0.005721545275736123,0.4663026716254589,0.0,0.0,0.0,0.21241826995652258,-0.0005721545275736124,0.21184611542894896,-0.905,-0.002,-0.907,-0.132,0.076,-0.056,-0.029,0.017,-0.012,-0.005,0.262,-0.0292,4.508,2025-26
Darcie Lappan,306,VAN,F,12,100.46666666666667,0,1,0,0,0,0.4158233724311683,0.0,0.7766957615741241,0.35789171574824047,0.5013364965691909,0.5681818181818182,0.0,0.0,0.0,0.24833512620308656,-0.05013364965691909,0.1982014765461675,-0.509,-0.084,-0.593,-0.023,-0.035,-0.058,-0.005,-0.008,-0.013,-0.008,0.262,-0.0292,4.508,2025-26
Clara Van Wieren,316,TOR,F,16,174.1,0,2,0,-2,10,0.6538309236502322,-0.6892590465249857,0.5826483105012735,0.01391396700366676,0.15735874782461715,0.4264705882352941,0.0,0.0,0.0,0.22532943951185486,-0.015735874782461714,0.20959356472939314,-0.949,-0.046,-0.995,-0.106,0.039,-0.067,-0.024,0.009,-0.015,-0.005,0.262,-0.0292,4.508,2025-26
Emily Brown,2,SEA,D,3,56.7,0,0,1,-1,6,0.36300137269476335,-1.0582010582010581,3.2937198725247874,2.1633418993661633,2.3067866801871135,0.49572222805211874,0.0,0.0,0.0,0.3841284367140353,-0.23067866801871137,0.15344976869532392,-0.159,-0.218,-0.377,0.115,-0.19,-0.075,0.026,-0.042,-0.016,-0.017,0.262,-0.0292,4.508,2025-26
Katie Chan,301,VAN,F,8,71.1,0,0,0,-2,2,0.31695941132278593,-1.6877637130801688,1.2924439174785025,0.8030697277849533,0.9465145086059037,0.5241173680431338,0.0,0.0,0.0,0.2674762964749249,-0.09465145086059037,0.1728248456143345,-0.337,-0.112,-0.449,0.006,-0.078,-0.072,0.001,-0.017,-0.016,-0.014,0.262,-0.0292,4.508,2025-26
Clair DeGeorge,116,TOR,F,10,25.483333333333334,0,0,0,-1,4,0.03475940368599569,-2.3544800523217786,0.5456106352120318,0.17536713927866066,0.318811920099611,0.4826928958693229,0.0,0.0,0.0,0.08184032260927697,-0.031881192009961104,0.049959130599315865,-0.2,-0.014,-0.214,-0.077,-0.001,-0.078,-0.017,-0.0,-0.017,-0.04,0.262,-0.0292,4.508,2025-26
Laura Kluge,212,BOS,F,12,114.8,0,1,0,-1,6,0.4260178728454288,-0.5226480836236933,0.6399977116870198,0.1491675757731371,0.29261235659408746,0.4890567507619902,0.0,0.0,0.0,0.22265742483210565,-0.029261235659408746,0.1933961891726969,-0.631,-0.056,-0.687,-0.075,-0.0,-0.075,-0.017,-0.0,-0.017,-0.009,0.262,-0.0292,4.508,2025-26
Alexa Vasko,101,OTT,F,16,168.18333333333334,0,0,0,-3,2,0.6674824233433588,-1.0702606282826281,0.8505365429269424,0.20457404531568046,0.3480188261366308,0.3720930232558139,0.0,0.0,0.0,0.23812671925835813,-0.034801882613663085,0.20332483664469503,-0.881,-0.098,-0.979,-0.067,-0.016,-0.083,-0.015,-0.004,-0.019,-0.007,0.262,-0.0292,4.508,2025-26
Stephanie Markowski,219,OTT,D,16,270.81666666666666,1,1,1,4,4,0.9875794296545675,0.8862083820542802,0.8796214420174604,-0.0839682232148794,0.059476557606070984,0.5091584771817329,0.0,0.0,0.0,0.21880029212606578,-0.005947655760607099,0.21285263636545868,-1.505,-0.027,-1.532,-0.195,0.105,-0.09,-0.043,0.023,-0.02,-0.004,0.262,-0.0292,4.508,2025-26
Madison Bizal,162,MIN,D,6,43.266666666666666,0,0,0,-1,0,0.062360033056677956,-1.386748844375963,0.5343726810944014,-0.3248957627727995,-0.18145098195184914,0.49572222805211874,0.0,0.0,0.0,0.08647770377659501,0.018145098195184915,0.10462280197177992,-0.336,0.013,-0.323,-0.127,0.034,-0.093,-0.028,0.008,-0.02,-0.028,0.262,-0.0292,4.508,2025-26
Rylind MacKinnon,232,BOS,D,10,89.31666666666666,0,0,1,4,0,0.22274288562422068,2.687068482925919,0.593259438864417,-0.3235313040473221,-0.18008652322637173,0.49572222805211874,0.0,0.0,0.0,0.14963134693920405,0.018008652322637174,0.16763999926184123,-0.599,0.027,-0.572,-0.167,0.07,-0.097,-0.037,0.016,-0.021,-0.014,0.262,-0.0292,4.508,2025-26
Claire Butorac,102,MIN,F,14,134.56666666666666,0,1,0,-1,0,0.4985341613059679,-0.4458756502353233,0.6148953083221473,0.16678565883252322,0.31023043965347363,0.5242021329662908,0.0,0.0,0.0,0.22228424333681998,-0.031023043965347365,0.19126119937147262,-0.74,-0.07,-0.81,-0.089,-0.004,-0.093,-0.02,-0.001,-0.021,-0.009,0.262,-0.0292,4.508,2025-26
Marah Wagner,295,SEA,F,10,85.61666666666666,0,0,0,-1,2,0.2972186091062204,-0.7007981312049836,0.8575164396726255,0.38781004127736873,0.5312548220983191,0.49572222805211874,0.0,0.0,0.0,0.20829024582098374,-0.05312548220983191,0.15516476361115183,-0.491,-0.076,-0.567,-0.077,-0.034,-0.111,-0.017,-0.008,-0.025,-0.018,0.262,-0.0292,4.508,2025-26
Jincy Roese,60,NY,D,14,238.53333333333333,0,4,1,4,4,0.7677592074114656,1.0061486864169926,0.7037288628052304,-0.2526726769226111,-0.1092278961016607,0.49572222805211874,0.0,0.0,0.0,0.19311997950539941,0.010922789610166071,0.2040427691155655,-1.428,0.043,-1.385,-0.274,0.16,-0.114,-0.061,0.035,-0.026,-0.007,0.262,-0.0292,4.508,2025-26
Jocelyne Larocque,71,OTT,D,12,279.21666666666664,0,0,4,3,14,1.085978380987113,0.6446606577926342,1.1009973313731247,0.10794164312636811,0.25138642394731847,0.49572222805211874,0.0,0.0,0.0,0.23336251247857742,-0.025138642394731847,0.20822387008384557,-1.484,-0.117,-1.601,-0.133,0.019,-0.114,-0.03,0.004,-0.026,-0.006,0.262,-0.0292,4.508,2025-26
Riley Brengman,255,BOS,D,13,248.98333333333332,2,0,0,1,2,0.7673573902684216,0.24097998527344536,0.6031144292502895,-0.3458162857642847,-0.2023715049433343,0.49572222805211874,0.0,0.0,0.0,0.1849177726063537,0.02023715049433343,0.20515492310068711,-1.524,0.084,-1.44,-0.32,0.205,-0.115,-0.071,0.045,-0.026,-0.006,0.262,-0.0292,4.508,2025-26
Amanda Boulier,51,MTL,D,15,240.8,0,0,1,-2,6,0.6858183786843649,-0.4983388704318936,0.4793535364407043,-0.4567956736139594,-0.313350892793009,0.49572222805211874,0.0,0.0,0.0,0.17088497807749956,0.0313350892793009,0.20222006735680045,-1.531,0.126,-1.405,-0.366,0.243,-0.123,-0.081,0.054,-0.027,-0.007,0.262,-0.0292,4.508,2025-26
Hadley Hartmetz,182,BOS,D,11,129.21666666666667,0,2,0,2,2,0.34060195235463997,0.9286727718302592,0.5847082179354698,-0.3398451123318107,-0.1964003315108603,0.49572222805211874,0.0,0.0,0.0,0.15815387959199068,0.019640033151086034,0.1777939127430767,-0.849,0.042,-0.807,-0.224,0.105,-0.119,-0.05,0.023,-0.027,-0.013,0.262,-0.0292,4.508,2025-26
Taylor House,217,OTT,F,4,34.68333333333334,0,0,0,-2,0,0.14848449621340784,-3.459875060067275,2.603227048709447,2.149244154974179,2.2926889357951294,0.5454545454545454,0.0,0.0,0.0,0.2568689026277117,-0.22926889357951297,0.02760000904819876,-0.171,-0.133,-0.304,-0.003,-0.116,-0.119,-0.001,-0.026,-0.027,-0.047,0.262,-0.0292,4.508,2025-26
Megan Carter,208,SEA,D,14,246.26666666666665,1,2,1,-1,10,0.7503572058296399,-0.24363833243096916,0.7101042752798067,-0.2934605136911389,-0.15001573287018852,0.4488275570097946,0.0,0.0,0.0,0.18281577835589496,0.015001573287018852,0.1978173516429138,-1.516,0.062,-1.454,-0.325,0.181,-0.144,-0.072,0.04,-0.032,-0.008,0.262,-0.0292,4.508,2025-26
Rory Guilday,242,OTT,D,13,269.68333333333334,0,3,2,4,10,0.9843457559021256,0.889932637043446,1.033792242361887,0.0538180543710981,0.19726283519204849,0.49572222805211874,0.0,0.0,0.0,0.21900035357812572,-0.01972628351920485,0.19927407005892087,-1.498,-0.089,-1.587,-0.193,0.043,-0.15,-0.043,0.01,-0.033,-0.007,0.262,-0.0292,4.508,2025-26
Lyndie Lobdell,294,SEA,D,10,127.11666666666667,0,1,1,-2,2,0.28003591336336353,-0.9440146846728726,0.5702559991094219,-0.38718724649911584,-0.24374246567816546,0.4488275570097946,0.0,0.0,0.0,0.13217900722539774,0.024374246567816546,0.15655325379321428,-0.89,0.052,-0.838,-0.275,0.114,-0.161,-0.061,0.025,-0.036,-0.017,0.262,-0.0292,4.508,2025-26
Sydney Bard,180,VAN,D,11,169.53333333333333,0,0,0,-3,0,0.5131900205312655,-1.0617381046008652,0.8981212439056299,-0.047809825714101084,0.0956349551068493,0.49572222805211874,0.0,0.0,0.0,0.18162446656631498,-0.00956349551068493,0.17206097105563006,-1.047,-0.027,-1.074,-0.227,0.056,-0.171,-0.05,0.012,-0.038,-0.013,0.262,-0.0292,4.508,2025-26
Allyson Simpson,230,NY,D,15,273.8,0,0,1,3,12,0.828004947190529,0.6574141709276844,0.6601457870445289,-0.2856240005622891,-0.1421792197413387,0.49572222805211874,0.0,0.0,0.0,0.1814473952937609,0.014217921974133872,0.19566531726789477,-1.692,0.065,-1.627,-0.368,0.198,-0.17,-0.082,0.044,-0.038,-0.008,0.262,-0.0292,4.508,2025-26
Allie Munroe,74,TOR,D,10,162.25,0,2,0,0,8,0.3863201853020286,0.0,0.5452536384518177,-0.3810821538400777,-0.23763737301912732,0.4826928958693229,0.0,0.0,0.0,0.14286108547378562,0.023763737301912734,0.16662482277569834,-1.107,0.064,-1.043,-0.322,0.143,-0.179,-0.071,0.032,-0.039,-0.014,0.262,-0.0292,4.508,2025-26
Taylor House,217,OTT,F,7,59.88333333333333,0,0,0,-1,0,0.14848449621340784,-1.0019482326746452,1.5077415776132366,1.1522150791144943,1.2956598599354447,0.5454545454545454,0.0,0.0,0.0,0.14877377856060903,-0.1295659859935445,0.019207792567064536,-0.403,-0.129,-0.532,-0.113,-0.1,-0.213,-0.025,-0.022,-0.047,-0.047,0.262,-0.0292,4.508,2025-26
Aneta TejralovÃ¡,62,SEA,D,6,89.11666666666667,0,1,0,3,21,0.19633,2.019824200486254,1.1616137039017138,0.26071452041104015,0.4041593012319905,0.49572222805211874,0.0,0.0,0.0,0.1321840284271554,-0.04041593012319905,0.09176809830395635,-0.624,-0.06,-0.684,-0.193,-0.017,-0.21,-0.043,-0.004,-0.047,-0.032,0.262,-0.0292,4.508,2025-26
Madison Samoskevich,310,VAN,D,7,52.8,0,0,0,-2,2,0.062048530791662164,-2.272727272727273,1.7549777591845077,0.9102534743370186,1.053698255157969,0.49572222805211874,0.0,0.0,0.0,0.07050969408143429,-0.1053698255157969,-0.03486013143436262,-0.424,-0.093,-0.517,-0.169,-0.067,-0.236,-0.037,-0.015,-0.052,-0.059,0.262,-0.0292,4.508,2025-26
Samantha Isbell,108,OTT,D,7,92.63333333333334,0,1,0,-3,0,0.13076941625921254,-1.943145016192875,1.0448221170676757,0.18717166493072657,0.3306164457516769,0.49572222805211874,0.0,0.0,0.0,0.08470131315818012,-0.03306164457516769,0.05163966858301243,-0.722,-0.051,-0.773,-0.274,-0.006,-0.28,-0.061,-0.001,-0.062,-0.04,0.262,-0.0292,4.508,2025-26
Madison Samoskevich,310,VAN,D,6,81.43333333333334,0,0,0,2,4,0.062048530791662164,1.4735980352026197,1.137897982213778,0.3157553828323333,0.45920016365328364,0.49572222805211874,0.0,0.0,0.0,0.04571729653090131,-0.045920016365328366,-0.0002027198344270592,-0.688,-0.062,-0.75,-0.294,-0.023,-0.317,-0.065,-0.005,-0.07,-0.052,0.262,-0.0292,4.508,2025-26
Jenna Buglioni,237,SEA,F,9,65.88333333333333,0,0,0,0,2,0.0,0.0,0.8092720136967885,0.40336898663330595,0.5468137674542564,0.391304347826087,0.0,0.0,0.0,0.0,-0.05468137674542564,-0.05468137674542564,-0.606,-0.06,-0.666,-0.288,-0.028,-0.316,-0.064,-0.006,-0.07,-0.064,0.262,-0.0292,4.508,2025-26
