name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,xGA60,xGA60_resid,d_adj_xGA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Hayley Scamurra,61,MTL,F,3,45.583333333333336,0,1,1,0,10,1.623626378225687,0.0,2.157940013174514,-0.24305346899771907,-0.09960868817676868,0.351063829787234,0.0,0.0,0.0,2.137131613021014,0.009960868817676868,2.147092481838691,1.204,0.008,1.212,1.425,0.03,1.455,0.316,0.007,0.323,0.425,0.262,-0.0292,4.508,2025-26
KristÃ½na KaltounkovÃ¡,245,NY,F,4,86.68333333333334,4,1,0,1,12,1.880922,0.6921745818111902,2.288910855085201,1.0005115147237744,1.1439562955447249,0.6428571428571429,0.0,0.0,0.0,1.3019263987694674,-0.1143956295544725,1.1875307692149948,1.083,-0.165,0.918,1.502,-0.123,1.379,0.333,-0.027,0.306,0.212,0.262,-0.0292,4.508,2025-26
Shay Maloney,183,BOS,F,5,78.73333333333333,1,0,0,-1,0,1.6970007305591368,-0.7620660457239627,1.5484983058869177,0.06560995044564355,0.20905473126659394,0.475,0.0,0.0,0.0,1.2932266363278773,-0.020905473126659396,1.272321163201218,0.972,-0.027,0.945,1.353,0.011,1.364,0.3,0.002,0.302,0.23,0.262,-0.0292,4.508,2025-26
Savannah Harmon,56,TOR,D,2,51.55,0,0,0,-1,2,1.7263949392605846,-1.1639185257032008,4.428461495148407,1.8177511555542418,1.9611959363751923,0.49572222805211874,0.0,0.0,0.0,2.0093830524856466,-0.19611959363751924,1.8132634588481273,1.252,-0.168,1.084,1.501,-0.143,1.358,0.333,-0.032,0.301,0.35,0.262,-0.0292,4.508,2025-26
Olivia Mobley,256,BOS,F,10,126.2,3,1,1,0,4,1.7543193362528047,0.0,0.5167195643047807,-0.5310007090032697,-0.3875559281823193,0.4890567507619902,0.0,0.0,0.0,0.8340662454450735,0.03875559281823193,0.8728218382633054,0.593,0.082,0.675,1.203,0.143,1.346,0.267,0.032,0.299,0.142,0.262,-0.0292,4.508,2025-26
Kati Tabin,84,MTL,D,3,66.78333333333333,0,0,1,0,0,1.6130193526607004,0.0,2.2187514877985017,0.11829025245351987,0.26173503327447023,0.49572222805211874,0.0,0.0,0.0,1.4491813500320743,-0.026173503327447025,1.4230078467046272,0.998,-0.029,0.969,1.321,0.003,1.324,0.293,0.001,0.294,0.264,0.262,-0.0292,4.508,2025-26
Kelly Pannek,23,MIN,F,15,256.8666666666667,8,5,2,10,2,2.2908558541636928,2.3358422008824293,0.5596469002776044,-0.2180364447457358,-0.07459166392478542,0.4871794871794871,0.0,0.0,0.0,0.5351077780294117,0.0074591663924785424,0.5425669444218902,-0.073,0.032,-0.041,1.169,0.157,1.326,0.259,0.035,0.294,0.069,0.262,-0.0292,4.508,2025-26
Blayre Turnbull,76,TOR,F,16,288.7,4,4,0,-3,6,2.3953174447988657,-0.6234845860755109,0.6027609484019572,-0.20718233601826486,-0.06373755519731447,0.432258064516129,0.0,0.0,0.0,0.49781450186329046,0.006373755519731447,0.5041882573830219,-0.262,0.031,-0.231,1.135,0.171,1.306,0.252,0.038,0.29,0.06,0.262,-0.0292,4.508,2025-26
Kendall Cooper,236,MIN,D,3,65.19999999999999,0,0,0,1,0,1.589953675066776,0.9202453987730064,2.860129234717612,0.7469471473977789,0.8903919282187293,0.49572222805211874,0.0,0.0,0.0,1.463147553742432,-0.08903919282187293,1.374108360920559,0.99,-0.097,0.893,1.305,-0.065,1.24,0.289,-0.014,0.275,0.253,0.262,-0.0292,4.508,2025-26
Abby Roque,42,MTL,F,14,285.0333333333333,5,4,3,2,27,2.4097051718454416,0.4210033914162087,0.48474001654113896,0.009163634444535385,0.15260841526548577,0.7166666666666667,0.0,0.0,0.0,0.5072470248300545,-0.015260841526548578,0.4919861833035059,-0.214,-0.072,-0.286,1.165,0.066,1.231,0.258,0.015,0.273,0.057,0.262,-0.0292,4.508,2025-26
Alina MÃ¼ller,15,BOS,F,12,242.85,2,5,2,4,0,2.193188,0.9882643607164916,0.6631368801285336,-0.07807984580254623,0.06536493501840415,0.5225225225225225,0.0,0.0,0.0,0.5418623841877703,-0.006536493501840416,0.53532589068593,-0.042,-0.026,-0.068,1.133,0.092,1.225,0.251,0.02,0.271,0.067,0.262,-0.0292,4.508,2025-26
Sara Hjalmarsson,313,TOR,F,3,26.5,0,0,0,-1,2,1.3289736447314544,-2.2641509433962264,3.9120257402189713,0.7925532818716352,0.9359980626925856,0.4137931034482758,0.0,0.0,0.0,3.008996931467444,-0.09359980626925857,2.915397125198185,1.085,-0.041,1.044,1.213,-0.028,1.185,0.269,-0.006,0.263,0.595,0.262,-0.0292,4.508,2025-26
Lexie Adzija,49,SEA,F,3,41.15,0,0,0,-2,2,1.4367256238863473,-2.9161603888213854,3.738361805358305,1.2970668304421027,1.4405116112630532,0.2857142857142857,0.0,0.0,0.0,2.094861176991029,-0.1440511611263053,1.9508100158647235,1.058,-0.099,0.959,1.257,-0.079,1.178,0.279,-0.018,0.261,0.381,0.262,-0.0292,4.508,2025-26
Emma Gentry,244,TOR,F,3,36.3,0,0,0,0,0,1.3532604890800313,0.0,3.0516965248947248,0.7594010530931463,0.9028458339140967,0.5164835164835165,0.0,0.0,0.0,2.2367941968264984,-0.09028458339140967,2.1465096134350885,1.019,-0.055,0.964,1.195,-0.037,1.158,0.265,-0.008,0.257,0.425,0.262,-0.0292,4.508,2025-26
Shay Maloney,183,BOS,F,9,140.78333333333333,1,0,1,3,2,1.6970007305591368,1.27856043565763,0.8660004731869065,-0.09772574718878091,0.045719033632169476,0.475,0.0,0.0,0.0,0.723239331125002,-0.004571903363216947,0.718667427761785,0.401,-0.011,0.39,1.082,0.058,1.14,0.24,0.013,0.253,0.108,0.262,-0.0292,4.508,2025-26
Ronja Savolainen,223,OTT,D,15,331.81666666666666,3,1,1,-2,2,2.3093112391216506,-0.36164548696569393,0.8839022133304966,-0.2769408333448704,-0.13349605252392002,0.49572222805211874,0.0,0.0,0.0,0.41757599381374966,0.013349605252392004,0.43092559906614164,-0.745,0.074,-0.671,0.86,0.235,1.095,0.191,0.052,0.243,0.044,0.262,-0.0292,4.508,2025-26
Susanna Tapani,78,BOS,F,14,271.0,4,1,3,3,6,2.227546694134542,0.6642066420664207,0.5466412231339797,0.0556386044465893,0.1990833852675397,0.6932515337423313,0.0,0.0,0.0,0.4931837699190868,-0.01990833852675397,0.47327543139233286,-0.267,-0.09,-0.357,1.044,0.042,1.086,0.232,0.009,0.241,0.053,0.262,-0.0292,4.508,2025-26
Haley Winn,246,BOS,D,14,391.8833333333333,1,4,3,-1,2,2.3294057551377643,-0.15310679198741123,0.5659772873183845,-0.5393705073020144,-0.39592572648106406,0.49572222805211874,0.0,0.0,0.0,0.3566478424061562,0.03959257264810641,0.3962404150542626,-1.278,0.259,-1.019,0.618,0.449,1.067,0.137,0.1,0.237,0.036,0.262,-0.0292,4.508,2025-26
