name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,xGA60,xGA60_resid,d_adj_xGA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win
Kati Tabin,84,MTL,D,12,252.35,1,3,1,5,6,1.6130193526607004,1.1888250445809392,0.5871829609410604,-0.5391847143316415,-0.42104361206915847,0.49572222805211874,0.0,0.0,0.0,0.38351956076735494,0.04210436120691585,0.4256239219742708,-0.806,0.177,-0.629,0.511,0.314,0.825,0.113,0.07,0.183,0.044,0.262,-0.0326,4.508
Maggie Flaherty,79,MTL,D,3,63.03333333333333,0,0,1,-1,2,1.1108941834665529,-0.9518773135906928,2.012722668249728,0.2917500863511484,0.40989118861363144,0.49572222805211874,0.0,0.0,0.0,1.0574349710416686,-0.040989118861363145,1.0164458521803055,0.507,-0.043,0.464,0.836,-0.009,0.827,0.185,-0.002,0.183,0.174,0.262,-0.0326,4.508
Anna Wilgren,203,SEA,D,2,39.449999999999996,0,0,0,-2,0,1.1454711117582181,-3.0418250950570345,5.206292942370982,2.881176753956929,2.999317856219412,0.49572222805211874,0.0,0.0,0.0,1.7421613867045145,-0.29993178562194117,1.4422296010825733,0.767,-0.197,0.57,0.973,-0.176,0.797,0.216,-0.039,0.177,0.269,0.262,-0.0326,4.508
Sara Hjalmarsson,313,TOR,F,13,145.63333333333333,0,0,0,-6,4,1.3289736447314544,-2.4719615472648204,0.7118472106830126,-0.20109164562236737,-0.08295054335988433,0.4137931034482758,0.0,0.0,0.0,0.5475286245174222,0.008295054335988433,0.5558236788534107,-0.067,0.02,-0.047,0.693,0.099,0.792,0.154,0.022,0.176,0.073,0.262,-0.0326,4.508
Ella Shelton,44,TOR,D,14,353.68333333333334,1,0,2,-4,6,1.9699433100101231,-0.6785731115404552,0.6976408762134426,-0.41707984777873885,-0.2989387455162558,0.4826928958693229,0.0,0.0,0.0,0.3341876403579682,0.029893874551625583,0.3640815149095938,-1.421,0.176,-1.245,0.425,0.368,0.793,0.094,0.082,0.176,0.03,0.262,-0.0326,4.508
Jamie Lee Rattray,16,BOS,F,8,128.54999999999998,1,2,1,0,0,1.3223586566394823,0.0,0.8652652337622194,0.0750011889864386,0.19314229124892163,0.4890567507619902,0.0,0.0,0.0,0.6172035736940408,-0.019314229124892165,0.5978893445691487,0.09,-0.041,0.049,0.761,0.028,0.789,0.169,0.006,0.175,0.082,0.262,-0.0326,4.508
Anna Shokhina,239,OTT,F,9,107.23333333333333,1,2,0,-3,2,1.0648210734697046,-1.6785825303077402,0.02839324436908976,-0.6937996647916475,-0.5756585625291644,0.5091584771817329,0.0,0.0,0.0,0.5957966839432602,0.057565856252916436,0.6533625401961767,0.037,0.103,0.14,0.597,0.161,0.758,0.132,0.036,0.168,0.094,0.262,-0.0326,4.508
Hannah Miller,89,VAN,F,16,299.09999999999997,1,2,3,-7,4,2.0086638682492475,-1.4042126379137414,0.6937139031407332,0.11235969560816939,0.23050079787065242,0.4971751412429379,0.0,0.0,0.0,0.4029415984451851,-0.023050079787065244,0.3798915186581199,-0.859,-0.115,-0.974,0.703,0.047,0.75,0.156,0.01,0.166,0.033,0.262,-0.0326,4.508
Danielle Serdachny,224,SEA,F,14,240.73333333333332,2,2,0,4,6,1.7801237474780676,0.9969537524231515,0.6973160141795186,0.18103868535672352,0.29917978761920655,0.5384615384615384,0.0,0.0,0.0,0.4436752624564555,-0.029917978761920656,0.41375728369453485,-0.528,-0.12,-0.648,0.729,0.011,0.74,0.162,0.002,0.164,0.041,0.262,-0.0326,4.508
Emma Gentry,244,TOR,F,13,147.05,1,0,0,-4,10,1.3532604890800313,-1.6320979258755524,0.7533259697631994,0.08755371259858202,0.20569481486106506,0.5164835164835165,0.0,0.0,0.0,0.5521634093492136,-0.020569481486106506,0.5315939278631071,-0.056,-0.05,-0.106,0.711,0.029,0.74,0.158,0.006,0.164,0.067,0.262,-0.0326,4.508
Fanuza Kadirova,240,OTT,F,9,131.83333333333334,3,1,0,-1,8,1.330836372282383,-0.4551201011378002,1.1631856461673056,0.4322633880149098,0.5504044902773928,0.5091584771817329,0.0,0.0,0.0,0.6056903843510214,-0.05504044902773928,0.5506499353232821,0.067,-0.121,-0.054,0.755,-0.049,0.706,0.167,-0.011,0.156,0.071,0.262,-0.0326,4.508
Sidney Morin,167,MIN,D,7,142.15,0,3,2,0,0,1.2594828588309337,0.0,1.2279183672139953,-0.029115341462651045,0.08902576079983199,0.49572222805211874,0.0,0.0,0.0,0.5316142914516779,-0.0089025760799832,0.5227117153716947,-0.103,-0.021,-0.124,0.639,0.056,0.695,0.142,0.012,0.154,0.065,0.262,-0.0326,4.508
Peyton Anderson,263,MIN,F,13,111.36666666666666,0,0,1,-1,6,1.1090846708962665,-0.5387608500448968,0.6076237470258063,-0.14897462879567447,-0.030833526533191435,0.49572222805211874,0.0,0.0,0.0,0.5975314000638372,0.0030833526533191437,0.6006147527171564,0.041,0.006,0.047,0.623,0.066,0.689,0.138,0.015,0.153,0.082,0.262,-0.0326,4.508
Kendall Cooper,236,MIN,D,12,270.5333333333333,1,3,5,9,0,1.589953675066776,1.996057171020207,0.6893066514425393,-0.40980364175128725,-0.2916625394888042,0.49572222805211874,0.0,0.0,0.0,0.35262649274521896,0.029166253948880422,0.38179274669409935,-1.004,0.132,-0.872,0.409,0.278,0.687,0.091,0.062,0.153,0.034,0.262,-0.0326,4.508
Mikyla Grant-Mentis,138,SEA,F,14,206.63333333333333,1,2,1,-5,6,1.4888652389312003,-1.4518470721084047,0.7266372780842878,-0.028132472321535484,0.09000862994094755,0.4368932038834951,0.0,0.0,0.0,0.4323209275812487,-0.009000862994094755,0.42332006458715393,-0.492,-0.031,-0.523,0.587,0.081,0.668,0.13,0.018,0.148,0.043,0.262,-0.0326,4.508
Savannah Harmon,56,TOR,D,14,316.8333333333333,1,1,3,-9,2,1.7263949392605846,-1.704366123093109,0.7205276909255142,-0.355914058796463,-0.23777295653397995,0.49572222805211874,0.0,0.0,0.0,0.32693433883945844,0.023777295653397996,0.3507116344928564,-1.311,0.126,-1.185,0.343,0.297,0.64,0.076,0.066,0.142,0.027,0.262,-0.0326,4.508
Gabbie Hughes,57,OTT,F,14,216.7,2,5,2,-6,8,1.5442043858693089,-1.6612828795569912,0.8102151633357648,0.09754037193552856,0.2156814741980116,0.4523809523809524,0.0,0.0,0.0,0.42756005146358345,-0.021568147419801162,0.40599190404378227,-0.533,-0.078,-0.611,0.598,0.04,0.638,0.133,0.009,0.142,0.039,0.262,-0.0326,4.508
Anna Meixner,221,OTT,F,10,125.43333333333332,1,0,0,-3,4,0.9979238832112803,-1.4350252458145099,0.020392758389330322,-0.6301667160258081,-0.512025613763325,0.49572222805211874,0.0,0.0,0.0,0.4773486552698126,0.0512025613763325,0.5285512166461451,-0.205,0.107,-0.098,0.45,0.175,0.625,0.1,0.039,0.139,0.066,0.262,-0.0326,4.508
Natalie Snodgrass,142,SEA,F,2,29.0,0,0,0,-3,0,0.8616902590565892,-6.206896551724138,4.6087280351316275,2.6916054896836745,2.8097465919461575,0.4488275570097946,0.0,0.0,0.0,1.7828074325308745,-0.2809746591946158,1.5018327733362586,0.584,-0.136,0.448,0.735,-0.12,0.615,0.163,-0.027,0.136,0.281,0.262,-0.0326,4.508
Sidney Morin,167,MIN,D,8,177.35,0,0,0,-2,2,1.2594828588309337,-0.6766281364533409,0.9842040930333772,-0.17973357315272442,-0.06159247089024139,0.49572222805211874,0.0,0.0,0.0,0.42610076983285045,0.006159247089024139,0.4322600169218746,-0.441,0.018,-0.423,0.485,0.114,0.599,0.108,0.025,0.133,0.045,0.262,-0.0326,4.508
Savannah Norcross,147,NY,F,15,58.43333333333334,1,1,0,1,2,0.7814581518349435,1.026811180832858,0.5883510579759311,-0.4209962918016391,-0.3028551895391561,0.4663026716254589,0.0,0.0,0.0,0.8024099676571012,0.03028551895391561,0.8326954866110168,0.221,0.029,0.25,0.526,0.061,0.587,0.117,0.014,0.131,0.135,0.262,-0.0326,4.508
Jade Downie-Landry,35,MTL,F,3,30.566666666666666,0,0,0,0,0,0.6662606186573481,0.0,0.9460255174878852,-0.42680201486948677,-0.30866091260700373,0.5,0.0,0.0,0.0,1.3078180082696036,0.030866091260700376,1.338684099530304,0.373,0.016,0.389,0.533,0.032,0.565,0.118,0.007,0.125,0.245,0.262,-0.0326,4.508
Catherine Dubois,157,MTL,F,11,97.1,0,0,0,-1,4,0.9126534696355968,-0.6179196704428425,0.4553917679439344,-0.23373158921458254,-0.1155904869520995,0.5111888264445568,0.0,0.0,0.0,0.5639465311857447,0.011559048695209951,0.5755055798809546,-0.018,0.019,0.001,0.489,0.071,0.56,0.108,0.016,0.124,0.077,0.262,-0.0326,4.508
Anna Bargman,277,NY,F,8,35.05,1,0,0,1,0,0.6890943678317348,1.7118402282453637,1.343022759159948,0.0008582464254907052,0.11899934868797374,0.4663026716254589,0.0,0.0,0.0,1.1796194599116716,-0.011899934868797375,1.1677195250428742,0.353,-0.007,0.346,0.536,0.012,0.548,0.119,0.003,0.122,0.209,0.262,-0.0326,4.508
Liz Schepers,97,BOS,F,11,144.91666666666666,1,0,1,-1,0,1.0155570322800702,-0.4140310523289247,0.6384366483110802,-0.37043431512705016,-0.25229321286456713,0.3287671232876712,0.0,0.0,0.0,0.4204721467749572,0.025229321286456715,0.4457014680614139,-0.374,0.061,-0.313,0.383,0.14,0.523,0.085,0.031,0.116,0.048,0.262,-0.0326,4.508
Katy Knoll,191,MIN,F,15,207.01666666666668,6,0,0,3,8,1.497113988481823,0.8694952097254648,0.5632861425275265,0.4402272078325512,0.5583683100950343,0.6956521739130435,0.0,0.0,0.0,0.4339111471326433,-0.05583683100950343,0.37807431612313985,-0.488,-0.193,-0.681,0.593,-0.08,0.513,0.132,-0.018,0.114,0.033,0.262,-0.0326,4.508
Anna Bargman,277,NY,F,7,44.13333333333333,1,1,0,-1,4,0.6890943678317348,-1.3595166163141994,1.066607576477859,-0.06134505704721116,0.05679604521527187,0.4663026716254589,0.0,0.0,0.0,0.9368352432757724,-0.005679604521527187,0.9311556387542452,0.266,-0.004,0.262,0.496,0.02,0.516,0.11,0.004,0.114,0.155,0.262,-0.0326,4.508
Brooke McQuigge,192,VAN,F,13,128.81666666666666,0,1,0,-5,4,0.936620087964505,-2.328891189028335,0.12708672002357652,-0.41774193996889936,-0.2996008377064163,0.5241173680431338,0.0,0.0,0.0,0.4362572540654959,0.029960083770641632,0.46621733783613756,-0.298,0.064,-0.234,0.374,0.134,0.508,0.083,0.03,0.113,0.053,0.262,-0.0326,4.508
Jade Downie-Landry,35,MTL,F,4,46.75,0,0,0,0,0,0.6662606186573481,0.0,0.6185421743574979,-0.3548405516748758,-0.2366994494123928,0.5,0.0,0.0,0.0,0.8550938421270777,0.02366994494123928,0.878763787068317,0.218,0.018,0.236,0.462,0.044,0.506,0.102,0.01,0.112,0.144,0.262,-0.0326,4.508
Jaime Bourbonnais,87,NY,D,5,109.23333333333333,0,0,0,0,2,1.001335072616275,0.0,1.6502549282003136,0.37698494890916745,0.4951260511716505,0.49572222805211874,0.0,0.0,0.0,0.5500162132161414,-0.04951260511716505,0.5005036080989763,-0.046,-0.09,-0.136,0.524,-0.031,0.493,0.116,-0.007,0.109,0.06,0.262,-0.0326,4.508
Theresa Schafzahl,17,BOS,F,11,167.56666666666666,1,2,1,4,0,1.1870538630842398,1.4322657648697037,0.7104542470010525,0.08973512296826258,0.20787622523074561,0.4890567507619902,0.0,0.0,0.0,0.42504415228797127,-0.02078762252307456,0.4042565297648967,-0.419,-0.058,-0.477,0.455,0.033,0.488,0.101,0.007,0.108,0.039,0.262,-0.0326,4.508
Kali Flanagan,68,TOR,D,16,362.23333333333335,1,0,2,-9,0,1.6597535152208418,-1.4907518174289132,0.611286493409229,-0.41926234007238006,-0.301121237809897,0.49572222805211874,0.0,0.0,0.0,0.2749200632554997,0.030112123780989705,0.30503218703648943,-1.813,0.182,-1.631,0.078,0.378,0.456,0.017,0.084,0.101,0.017,0.262,-0.0326,4.508
Gabby Rosenthal,227,VAN,F,16,255.35,1,0,1,0,10,1.4319874022915828,0.0,0.6702075787241841,-0.1218357257099778,-0.0036946234474947715,0.3870967741935484,0.0,0.0,0.0,0.3364763819756999,0.00036946234474947716,0.3368458443204494,-1.016,0.002,-1.014,0.317,0.14,0.457,0.07,0.031,0.101,0.024,0.262,-0.0326,4.508
Emmy Fecteau,204,NY,F,4,40.86666666666667,0,0,0,-1,0,0.6269429041064681,-1.4681892332789561,1.4928485232995619,0.37933444574278163,0.49747554800526467,0.4663026716254589,0.0,0.0,0.0,0.9204708216897575,-0.04974755480052647,0.870723266889231,0.235,-0.034,0.201,0.448,-0.012,0.436,0.099,-0.003,0.096,0.141,0.262,-0.0326,4.508
Rory Guilday,242,OTT,D,3,66.66666666666666,1,0,2,-5,2,0.9843457559021256,-4.500000000000001,4.181948068414424,2.6123133043132865,2.7304544065757694,0.49572222805211874,0.0,0.0,0.0,0.8859111803119132,-0.27304544065757697,0.6128657396543362,0.345,-0.303,0.042,0.693,-0.267,0.426,0.154,-0.059,0.095,0.086,0.262,-0.0326,4.508
Jocelyne Larocque,71,OTT,D,4,91.01666666666667,0,0,1,-2,0,1.085978380987113,-1.318439846182018,3.3775880411085804,1.9579577463260827,2.0760988485885656,0.49572222805211874,0.0,0.0,0.0,0.7158985847928232,-0.20760988485885656,0.5082886999339666,0.213,-0.315,-0.102,0.689,-0.266,0.423,0.153,-0.059,0.094,0.062,0.262,-0.0326,4.508
Alexandra Labelle,39,MTL,F,13,135.26666666666668,0,0,1,0,2,0.8665730467253431,0.0,0.562190151437637,-0.4599144264634102,-0.34177332420092715,0.3103448275862069,0.0,0.0,0.0,0.38438429869532215,0.034177332420092715,0.4185616311154149,-0.43,0.077,-0.353,0.276,0.15,0.426,0.061,0.033,0.094,0.042,0.262,-0.0326,4.508
Michelle Karvinen,252,VAN,F,15,249.05,3,2,1,-2,6,1.514967815531321,-0.4818309576390283,0.7066955036172815,0.22475646153986228,0.3428975638023453,0.5241173680431338,0.0,0.0,0.0,0.3649791966748816,-0.034289756380234536,0.3306894402946471,-0.873,-0.142,-1.015,0.427,-0.007,0.42,0.095,-0.002,0.093,0.022,0.262,-0.0326,4.508
Maggie Flaherty,79,MTL,D,12,215.56666666666666,2,0,2,2,12,1.1108941834665529,0.5566723364775013,0.5885354206989695,-0.4722608674769684,-0.35411976521448535,0.49572222805211874,0.0,0.0,0.0,0.30920203034479593,0.035411976521448535,0.34461400686624444,-0.956,0.127,-0.829,0.17,0.244,0.414,0.038,0.054,0.092,0.026,0.262,-0.0326,4.508
Maja Nylen Persson,229,NY,D,15,316.26666666666665,1,0,3,0,14,1.4320134092385552,0.0,0.6581235487863802,-0.3695594921253703,-0.2514183898628873,0.49572222805211874,0.0,0.0,0.0,0.27167202114559436,0.02514183898628873,0.2968138601318831,-1.6,0.133,-1.467,0.051,0.304,0.355,0.011,0.067,0.078,0.015,0.262,-0.0326,4.508
Emmy Fecteau,204,NY,F,11,67.46666666666667,0,1,0,1,6,0.6269429041064681,0.8893280632411067,0.9042649652002286,0.11095397177311161,0.22909507403559465,0.4663026716254589,0.0,0.0,0.0,0.5575579186717602,-0.022909507403559466,0.5346484112682007,-0.02,-0.026,-0.046,0.332,0.011,0.343,0.074,0.002,0.076,0.068,0.262,-0.0326,4.508
Cayla Barnes,196,SEA,D,14,333.41666666666663,0,1,1,-3,6,1.4750996011479163,-0.5398650337415647,0.7097265699558052,-0.31246807656437137,-0.19432697430188833,0.49572222805211874,0.0,0.0,0.0,0.2654515653152961,0.019432697430188835,0.28488426274548495,-1.721,0.108,-1.613,0.019,0.289,0.308,0.004,0.064,0.068,0.012,0.262,-0.0326,4.508
Kiara Zanon,317,TOR,F,16,206.46666666666667,1,0,1,-5,0,1.1671235444679928,-1.4530190506942202,0.6148231827555606,0.0861801666498776,0.20432126891236063,0.49572222805211874,0.0,0.0,0.0,0.3391705489251513,-0.020432126891236066,0.3187384220339152,-0.812,-0.07,-0.882,0.266,0.042,0.308,0.059,0.009,0.068,0.02,0.262,-0.0326,4.508
Jaime Bourbonnais,87,NY,D,9,178.58333333333331,1,0,4,2,4,1.001335072616275,0.6719552029864677,1.0094046476364775,-0.07541186390823218,0.042729238354250854,0.49572222805211874,0.0,0.0,0.0,0.33642615598866926,-0.0042729238354250855,0.33215323215324416,-0.711,-0.013,-0.724,0.222,0.084,0.306,0.049,0.019,0.068,0.023,0.262,-0.0326,4.508
Klára Hymlárová,190,MIN,F,15,180.54999999999998,1,1,1,0,4,1.010637797188777,0.0,0.5281897556905913,-0.03803320757882067,0.08010789468366236,0.4791666666666667,0.0,0.0,0.0,0.3358530480826731,-0.008010789468366237,0.3278422586143068,-0.72,-0.024,-0.744,0.222,0.074,0.296,0.049,0.016,0.065,0.022,0.262,-0.0326,4.508
Micah Zandee-Hart,47,NY,D,16,290.41666666666663,0,2,1,1,29,1.2320511356914239,0.20659971305595412,0.6188130452611179,-0.46573719524001944,-0.3475960929775364,0.4663026716254589,0.0,0.0,0.0,0.2545414111041106,0.034759609297753645,0.28930102040186423,-1.552,0.168,-1.384,-0.036,0.326,0.29,-0.008,0.072,0.064,0.013,0.262,-0.0326,4.508
Brooke Becker,264,MIN,D,4,43.016666666666666,0,0,1,1,4,0.5228465571858835,1.3948082138705928,2.4591175959723164,1.0276889228249815,1.1458300250874645,0.49572222805211874,0.0,0.0,0.0,0.7292706725568309,-0.11458300250874645,0.6146876700480844,0.11,-0.082,0.028,0.335,-0.059,0.276,0.074,-0.013,0.061,0.085,0.262,-0.0326,4.508
Izzy Daniel,209,VAN,F,16,200.1,4,2,0,-2,6,1.1151977162371645,-0.5997001499250375,0.6692061787552795,0.21425453939857675,0.3323956416610598,0.5241173680431338,0.0,0.0,0.0,0.33439211881174347,-0.03323956416610598,0.3011525546456375,-0.803,-0.111,-0.914,0.241,-0.002,0.239,0.053,-0.0,0.053,0.016,0.262,-0.0326,4.508
Lauren Bernard,207,NY,D,4,59.96666666666667,0,0,1,0,0,0.5656816539092172,0.0,2.3227606232377047,0.9634095974788766,1.0815506997413595,0.4663026716254589,0.0,0.0,0.0,0.5659960961848755,-0.10815506997413596,0.4578410262107395,-0.009,-0.108,-0.117,0.304,-0.076,0.228,0.067,-0.017,0.05,0.05,0.262,-0.0326,4.508
Kaitlin Willoughby,128,MTL,F,15,146.11666666666667,0,2,0,0,0,0.8198045825436645,0.0,0.5030664206886185,0.014501421531867509,0.13264252379435054,0.5111888264445568,0.0,0.0,0.0,0.33663699066467345,-0.013264252379435055,0.3233727382852384,-0.581,-0.032,-0.613,0.182,0.047,0.229,0.04,0.01,0.05,0.021,0.262,-0.0326,4.508
Claire Dalton,26,TOR,F,15,208.4,0,4,0,0,4,1.0944810326198513,0.0,0.6376628182654085,0.09836973480459799,0.21651083706708102,0.4826928958693229,0.0,0.0,0.0,0.31510970228978447,-0.021651083706708103,0.29345861858307637,-0.903,-0.075,-0.978,0.184,0.038,0.222,0.041,0.008,0.049,0.014,0.262,-0.0326,4.508
Sarah Nurse,75,VAN,F,5,104.3,4,1,1,5,0,0.6465705795813693,2.876318312559923,0.41999914257771126,0.06606525908250666,0.1842063613449897,0.5789473684210527,0.0,0.0,0.0,0.3719485596824752,-0.018420636134498968,0.35352792354797624,-0.353,-0.032,-0.385,0.191,0.025,0.216,0.042,0.006,0.048,0.028,0.262,-0.0326,4.508
Jessica DiGirolamo,5,MTL,D,15,272.5333333333333,1,0,1,1,6,1.0712056987448566,0.22015655577299414,0.4740881692677488,-0.5219735687775238,-0.40383246651504073,0.49572222805211874,0.0,0.0,0.0,0.2358329571600712,0.04038324665150408,0.27621620381157524,-1.542,0.183,-1.359,-0.119,0.331,0.212,-0.026,0.073,0.047,0.01,0.262,-0.0326,4.508
Anna Wilgren,203,SEA,D,12,258.65,0,1,3,-2,8,1.1454711117582181,-0.46394741929248023,0.7940779299305439,-0.2283528394587978,-0.11021173719631477,0.49572222805211874,0.0,0.0,0.0,0.26571918308715675,0.011021173719631478,0.2767403568067882,-1.334,0.048,-1.286,0.016,0.188,0.204,0.004,0.042,0.046,0.011,0.262,-0.0326,4.508
Dayle Ross,251,NY,D,6,44.516666666666666,0,0,0,0,0,0.32051438472974975,0.0,0.41790958299766995,-0.7512263780949917,-0.6330852758325087,0.49572222805211874,0.0,0.0,0.0,0.4319924316836762,0.06330852758325088,0.4953009592669271,-0.106,0.047,-0.059,0.126,0.071,0.197,0.028,0.016,0.044,0.059,0.262,-0.0326,4.508
Hannah Brandt,1,BOS,F,13,151.85,0,0,1,-1,2,0.7755268614214831,-0.39512676983865663,0.5781773017505284,-0.09280099847903,0.025340103783453027,0.4257425742574257,0.0,0.0,0.0,0.30643142367658205,-0.0025340103783453027,0.3038974132982367,-0.68,-0.006,-0.686,0.112,0.076,0.188,0.025,0.017,0.042,0.017,0.262,-0.0326,4.508
Nicole Gosling,253,MTL,D,15,311.15,1,1,3,2,0,1.15499712369256,0.38566607745460396,0.4739405064080088,-0.510552903982619,-0.39241180172013596,0.49572222805211874,0.0,0.0,0.0,0.2227216050829298,0.0392411801720136,0.2619627852549434,-1.828,0.203,-1.625,-0.204,0.372,0.168,-0.045,0.083,0.038,0.007,0.262,-0.0326,4.508
Natalie Snodgrass,142,SEA,F,11,159.43333333333334,0,1,0,-3,0,0.8616902590565892,-1.1289985364833788,0.8383009388594013,0.20805529071504514,0.32619639297752817,0.4488275570097946,0.0,0.0,0.0,0.3242823471256242,-0.03261963929775282,0.2916627078278714,-0.667,-0.087,-0.754,0.165,-0.0,0.165,0.037,-0.0,0.037,0.014,0.262,-0.0326,4.508
Mae Batherson,188,MIN,D,15,296.05,2,3,5,7,2,1.1697631669741015,1.4186792771491301,0.5477247145459165,-0.3797494104204897,-0.2616083081580067,0.5242021329662908,0.0,0.0,0.0,0.2370741091654994,0.02616083081580067,0.26323493998130004,-1.668,0.129,-1.539,-0.123,0.29,0.167,-0.027,0.064,0.037,0.007,0.262,-0.0326,4.508
Sophie Shirley,18,BOS,F,12,130.7,0,2,1,-2,2,0.6945908376956291,-0.9181331293037491,0.6296282756111911,0.10259387473145609,0.22073497699393912,0.4890567507619902,0.0,0.0,0.0,0.31886342969960024,-0.022073497699393915,0.2967899320002063,-0.558,-0.048,-0.606,0.124,0.023,0.147,0.028,0.005,0.033,0.015,0.262,-0.0326,4.508
Renata Fast,67,TOR,D,12,288.21666666666664,0,2,1,-3,6,1.0954297724715556,-0.6245301567108079,0.5506035725171342,-0.43858495702858924,-0.3204438547661062,0.49572222805211874,0.0,0.0,0.0,0.22804297582244842,0.03204438547661062,0.26008736129905907,-1.668,0.154,-1.514,-0.163,0.31,0.147,-0.036,0.069,0.033,0.007,0.262,-0.0326,4.508
Kayla Vespa,45,NY,F,16,113.33333333333333,0,0,2,2,2,0.5696891014556903,1.0588235294117647,0.5872824704575437,-0.1320066546648272,-0.013865552402344161,0.4042553191489361,0.0,0.0,0.0,0.3016001125353655,0.0013865552402344162,0.3029866677755999,-0.517,0.003,-0.514,0.075,0.064,0.139,0.017,0.014,0.031,0.016,0.262,-0.0326,4.508
Anna Segedi,248,VAN,F,12,144.81666666666666,0,0,0,-4,2,0.78258242612885,-1.6572678098745541,0.8114075250174536,0.23650036931239982,0.35464147157488285,0.4714285714285714,0.0,0.0,0.0,0.3242371658492185,-0.03546414715748829,0.2887730186917302,-0.606,-0.086,-0.692,0.15,-0.007,0.143,0.033,-0.002,0.031,0.013,0.262,-0.0326,4.508
Sydney Bard,180,VAN,D,5,61.53333333333333,0,0,1,1,0,0.5131900205312655,0.9750812567713976,2.474455388138696,1.2449607431057805,1.3631018453682635,0.49572222805211874,0.0,0.0,0.0,0.5004019701821658,-0.13631018453682636,0.36409178564533945,-0.077,-0.14,-0.217,0.244,-0.106,0.138,0.054,-0.024,0.03,0.029,0.262,-0.0326,4.508
Brooke Bryant,91,SEA,F,14,101.75,0,1,0,-1,0,0.5442105510051286,-0.5896805896805897,0.6951173004071317,0.06784676915659227,0.1859878714190753,0.4488275570097946,0.0,0.0,0.0,0.3209103986271029,-0.01859878714190753,0.30231161148519536,-0.431,-0.032,-0.463,0.1,0.024,0.124,0.022,0.005,0.027,0.016,0.262,-0.0326,4.508
Vanessa Upson,269,MIN,F,8,47.15,0,0,0,-2,0,0.3266173322706225,-2.545068928950159,0.656814438986485,0.3624527885610209,0.48059389082350396,0.6190476190476191,0.0,0.0,0.0,0.41563181200927574,-0.0480593890823504,0.3675724229269253,-0.125,-0.038,-0.163,0.121,-0.012,0.109,0.027,-0.003,0.024,0.031,0.262,-0.0326,4.508
Anna Kjellbin,200,TOR,D,15,176.65,1,1,2,4,0,0.6666442946783404,1.3586187376167562,0.6143209071181622,-0.4053227492905579,-0.28718164702807486,0.4826928958693229,0.0,0.0,0.0,0.22642885751882494,0.028718164702807487,0.25514702222163244,-1.027,0.085,-0.942,-0.105,0.18,0.075,-0.023,0.04,0.017,0.006,0.262,-0.0326,4.508
Erin Ambrose,83,MTL,D,14,289.2833333333333,0,3,1,3,2,1.0018288467053367,0.6222273434349255,0.47810567769588813,-0.4932119888411545,-0.3750708865786715,0.49572222805211874,0.0,0.0,0.0,0.20778843395397895,0.03750708865786715,0.2452955226118461,-1.772,0.181,-1.591,-0.261,0.338,0.077,-0.058,0.075,0.017,0.004,0.262,-0.0326,4.508
Dara Greig,199,MTL,F,15,177.18333333333334,1,1,1,4,6,0.7931971466813645,1.3545292070360266,0.4470245214620892,0.018487582628753885,0.13662868489123692,0.5111888264445568,0.0,0.0,0.0,0.2686021755293869,-0.013662868489123693,0.25493930704026324,-0.905,-0.04,-0.945,0.019,0.056,0.075,0.004,0.012,0.016,0.005,0.262,-0.0326,4.508
Jessica Kondas,132,TOR,D,5,55.35,0,0,0,1,2,0.2738684237178558,1.084010840108401,0.8915075448998977,-0.15841361592163428,-0.04027251365915124,0.49572222805211874,0.0,0.0,0.0,0.29687634007355646,0.0040272513659151245,0.3009035914394716,-0.257,0.004,-0.253,0.032,0.034,0.066,0.007,0.008,0.015,0.016,0.262,-0.0326,4.508
Claire Thompson,169,VAN,D,14,304.54999999999995,2,3,2,0,6,1.144427217984257,0.0,0.7248978268910248,-0.2620168933378674,-0.14387579107538434,0.49572222805211874,0.0,0.0,0.0,0.22546587778379718,0.014387579107538434,0.2398534568913356,-1.775,0.073,-1.702,-0.185,0.238,0.053,-0.041,0.053,0.012,0.002,0.262,-0.0326,4.508
Lily Delianedis,291,SEA,F,5,25.45,0,0,0,0,2,0.163395976289334,0.0,1.0149680685528257,0.34494958320347435,0.4630906854659574,0.4545454545454545,0.0,0.0,0.0,0.38521644704754576,-0.04630906854659574,0.33890737850095004,-0.081,-0.02,-0.101,0.052,-0.006,0.046,0.012,-0.001,0.011,0.026,0.262,-0.0326,4.508
Emma Greco,118,OTT,D,3,34.46666666666667,0,0,0,0,4,0.1498482835016085,0.0,0.5488839015145042,-0.469257555356839,-0.35111645309435596,0.49572222805211874,0.0,0.0,0.0,0.2608577469080225,0.0351116453094356,0.2959693922174581,-0.181,0.02,-0.161,-0.001,0.039,0.038,-0.0,0.009,0.009,0.016,0.262,-0.0326,4.508
Emma Greco,118,VAN,D,6,41.65,0,0,0,-2,17,0.1498482835016085,-2.881152460984394,0.45421845071308314,-0.5242278189822842,-0.4060867167198012,0.49572222805211874,0.0,0.0,0.0,0.21586787539247326,0.04060867167198012,0.2564765470644534,-0.249,0.028,-0.221,-0.032,0.051,0.019,-0.007,0.011,0.004,0.006,0.262,-0.0326,4.508
