name,player_id,team,pos,gp,toi_min,ixG,FA,ixG60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60
Emmy Fecteau,204,NY,LW,15,108.33333333333334,1.0230000000000001,10.58527624718377,0.5665846153846155,5.862614536901781,-0.08556412792055666,-0.08556412792055666,0.0,0.08603199870155415,0.003441279948062166,0.006778280936963876,0.5733628963215793,0.485,0.051,0.536,0.108,0.011,0.119,0.066
Kaitlin Willoughby,128,MTL,RW,15,146.11666666666667,1.177,13.040738935518949,0.4833124215809285,5.354928729082721,0.10288363945340462,0.10288363945340462,0.8212615489905326,0.22553139340701656,0.009021255736280662,0.005008793797597882,0.4883212153785264,0.452,0.064,0.516,0.1,0.014,0.114,0.047
Klára Hymlárová,190,MIN,C,15,180.54999999999998,1.407,17.821233815077342,0.46757130988645806,5.922315308250571,-0.048856293816597174,-0.04885629381659718,0.0,-0.5816915312877897,-0.023267661251511588,-0.021362265792664297,0.44620904409379375,0.511,0.0,0.511,0.113,0.0,0.113,0.038
Anna Shokhina,239,OTT,RW,12,128.20000000000002,1.074,13.318502836479379,0.5026521060842434,6.233308659818741,-0.30012194276160253,-0.30012194276160253,0.0,0.04066370438890832,0.0016265481755563327,0.013331303943258831,0.5159834100275023,0.437,0.074,0.511,0.097,0.016,0.113,0.053
Brooke McQuigge,192,VAN,LW,13,128.81666666666666,1.126,14.059694815753584,0.524466295769181,6.548699875367176,0.2943653421635339,0.2943653421635339,0.0,-0.47933549481507765,-0.019173419792603105,-0.03065366813698093,0.4938126276322001,0.486,-0.02,0.466,0.108,-0.004,0.104,0.048
Kali Flanagan,68,TOR,RD,16,362.2333333333333,2.068,35.44203622594863,0.3425416398269992,5.870586657468256,-0.03287494740541308,-0.03287494740541309,0.8281954541271741,0.23919710533865798,0.00956788421354632,0.01085000716235743,0.35339164698935666,0.27,0.194,0.464,0.06,0.043,0.103,0.017
Ella Shelton,44,TOR,RD,16,402.8166666666667,2.478,39.52959123096073,0.36910091439447223,5.887977509680112,-0.009707909320048058,-0.009707909320048063,0.0,-0.5889983487885161,-0.023559933951540643,-0.02318132548805877,0.34591958890641344,0.478,-0.012,0.466,0.106,-0.003,0.103,0.015
Jade Downie-Landry,35,MTL,LW,8,87.56666666666666,0.869,6.888897673865455,0.59543205177008,4.720219190315119,-0.507441806202151,-0.507441806202151,0.0,-0.595730155583516,-0.023829206223340643,-0.004038975781456757,0.5913930759886232,0.434,0.025,0.459,0.096,0.006,0.102,0.07
Vanessa Upson,269,MIN,C,12,68.9,0.768,6.542254148198019,0.6687953555878083,5.697173423684776,-0.23023540590011804,-0.23023540590011804,0.0,-0.5816915312877897,-0.023267661251511588,-0.014288480421406985,0.6545068751664014,0.426,0.008,0.434,0.094,0.002,0.096,0.084
Kendall Cooper,236,MIN,RD,15,335.73333333333335,2.1470000000000002,32.9614438598038,0.38369737887212074,5.890647234675024,-0.0987655062549525,-0.0987655062549525,0.0,-0.9480765269631194,-0.03792306107852478,-0.03407120633458163,0.34962617253753914,0.48,-0.071,0.409,0.106,-0.016,0.09,0.016
